AlignedTime,TrialNumber,Angle IMU (degrees),Angle MoCap (degrees),Filename_IMU,Filename_MoCap
53.0,2,1.107502940313955,0.931527396754598,2LateralBending_IMU_53s_to_86s,2LateralBending_MoCap_53s_to_86s
53.01,2,1.1674908576686291,0.932416449440196,2LateralBending_IMU_53s_to_86s,2LateralBending_MoCap_53s_to_86s
53.02,2,1.050946854983157,0.9334025335778398,2LateralBending_IMU_53s_to_86s,2LateralBending_MoCap_53s_to_86s
53.03,2,1.116444086224908,0.9321463563353724,2LateralBending_IMU_53s_to_86s,2LateralBending_MoCap_53s_to_86s
53.04,2,1.173845901324676,0.9276603888227677,2LateralBending_IMU_53s_to_86s,2LateralBending_MoCap_53s_to_86s
53.05,2,1.1710078535708173,0.921042190275987,2LateralBending_IMU_53s_to_86s,2LateralBending_MoCap_53s_to_86s
53.06,2,1.1143468179309448,0.9349425010981134,2LateralBending_IMU_53s_to_86s,2LateralBending_MoCap_53s_to_86s
53.07,2,1.2275541043891811,0.936337521891386,2LateralBending_IMU_53s_to_86s,2LateralBending_MoCap_53s_to_86s
53.08,2,1.281090210013826,0.9195237028645584,2LateralBending_IMU_53s_to_86s,2LateralBending_MoCap_53s_to_86s
53.09,2,1.1674908576686291,0.9086428134819056,2LateralBending_IMU_53s_to_86s,2LateralBending_MoCap_53s_to_86s
53.1,2,1.1081705695227304,0.9187537347455252,2LateralBending_IMU_53s_to_86s,2LateralBending_MoCap_53s_to_86s
53.11,2,1.3389528275835734,0.9040527738466098,2LateralBending_IMU_53s_to_86s,2LateralBending_MoCap_53s_to_86s
53.12,2,1.455472010658445,0.8680388197617936,2LateralBending_IMU_53s_to_86s,2LateralBending_MoCap_53s_to_86s
53.13,2,1.4007226810877118,0.8912085478079554,2LateralBending_IMU_53s_to_86s,2LateralBending_MoCap_53s_to_86s
53.14,2,1.5720439385323306,0.8949606588137535,2LateralBending_IMU_53s_to_86s,2LateralBending_MoCap_53s_to_86s
53.15,2,1.4570481875850587,0.8980520811137291,2LateralBending_IMU_53s_to_86s,2LateralBending_MoCap_53s_to_86s
53.16,2,1.3983462629551433,0.8940566129807697,2LateralBending_IMU_53s_to_86s,2LateralBending_MoCap_53s_to_86s
53.17,2,1.2795805480836966,0.9037404693648218,2LateralBending_IMU_53s_to_86s,2LateralBending_MoCap_53s_to_86s
53.18,2,1.2751632167746771,0.9138891573662697,2LateralBending_IMU_53s_to_86s,2LateralBending_MoCap_53s_to_86s
53.19,2,1.1060776844340083,0.8860493611550758,2LateralBending_IMU_53s_to_86s,2LateralBending_MoCap_53s_to_86s
53.2,2,1.224649191611112,0.8894921916917298,2LateralBending_IMU_53s_to_86s,2LateralBending_MoCap_53s_to_86s
