AlignedTime,TrialNumber,Angle IMU (degrees),Angle MoCap (degrees),Filename_IMU,Filename_MoCap
3.01,12,4.0444021671865205,0.3416133126234956,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.02,12,4.395881389061911,0.4268748045828007,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.03,12,3.9765695437279103,0.4013284417943016,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.04,12,3.9765695437279103,0.4091097152179216,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.05,12,4.373821838420723,0.3282293691584175,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.06,12,4.165141583860921,0.28346227917843464,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.07,12,4.121634844563436,0.2094500873579284,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.08,12,4.512609316127316,0.23182967227668255,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.09,12,4.414449418523148,0.2207231254465951,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.1,12,4.501958089314499,0.19853952164875344,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.11,12,4.471969882223204,0.1790486646698297,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.12,12,4.427473651306256,0.16765510214352744,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.13,12,4.4968233637531885,0.1383719373713576,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.14,12,4.690790019227356,0.15098308353488826,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.15,12,4.891563030397684,0.0962819130687429,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.16,12,4.737799583461799,0.0641077884748951,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.17,12,4.498155485195651,0.0365273906975815,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.18,12,4.362129265321441,0.00708385686056395,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.19,12,4.521468383478821,-0.0281400729921232,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.2,12,4.645645645912282,-0.037558263388194096,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.21,12,4.582516063830306,-0.1217956965080022,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.22,12,4.808043970954937,-0.15117088556263863,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.23,12,4.582516063830306,-0.1638318871633884,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.24,12,4.596909397623882,-0.22854703710751517,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.25,12,4.463390435707577,-0.2567522356418285,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.26,12,4.546614345960727,-0.2170458548277005,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.27,12,4.386142437485267,-0.4281609640969644,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.28,12,4.587226437385228,-0.40072584527155475,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.29,12,4.604880629921555,-0.4348647354776363,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.3,12,4.74451395244682,-0.3831861218681895,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.31,12,4.588370555537559,-0.3873596997944141,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.32,12,4.773478228750854,-0.4201262743774318,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.33,12,5.381067381210327,-0.4518528879528071,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.34,12,5.000057439667762,-0.5336447700892107,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.35,12,4.742219256171827,-0.5678435615640395,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.36,12,5.146195727586276,-0.5649715214368978,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.37,12,5.032847581029122,-0.6260396636246245,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
3.38,12,5.067502781730367,-0.6540647918813383,12Flexion_IMU_3s_to_44s,12Flexion_MoCap_3s_to_44s
