AlignedTime,TrialNumber,Angle IMU (degrees),Angle MoCap (degrees),Filename_IMU,Filename_MoCap
53.01,12,-2.4946749921840605,1.224048739280268,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.02,12,-2.542157327692092,1.2188318345033227,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.03,12,-2.832592727944961,1.235296674019835,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.04,12,-2.8179189498321064,1.2517772748180944,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.05,12,-2.7599776008806094,1.2380698410922093,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.06,12,-3.049614529362356,1.215654553892277,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.07,12,-3.0524501622524496,1.2233264481297177,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.08,12,-2.2888346802559463,1.200460733164002,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.09,12,-1.8621612948412984,1.1993040185569543,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.1,12,-1.8741610255248915,1.1879499249269578,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.11,12,-1.8117598777186796,1.174043623188255,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.12,12,-1.7175258313639263,1.1812980658374195,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.13,12,-1.93290876825854,1.174598264079659,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.14,12,-1.9997022721606916,1.17320803571761,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.15,12,-1.815796500715651,1.1826973214870489,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.16,12,-1.7778245478410328,1.1603312999067565,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.17,12,-1.9499426824713249,1.162253947515185,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.18,12,-1.7139967149387516,1.1670090022820079,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.19,12,-1.5502332338285134,1.1783963851215753,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.2,12,-1.755166297583853,1.1830963775951266,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.21,12,-1.9942239662371888,1.1849007391312467,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.22,12,-2.0578938991876914,1.1811850656029375,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.23,12,-2.001647207995753,1.1822720012950223,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.24,12,-1.6482272204679669,1.1704269071396158,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.25,12,-1.5669136728459965,1.1391518249889738,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.26,12,-1.5091579367292978,1.1312429387334895,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.27,12,-1.4647616251740585,1.1083021419280397,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.28,12,-1.2218294982877485,1.1106832582507637,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.29,12,-1.2671118697503392,1.0832410374847603,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.3,12,-1.4370834783194129,1.09616195122165,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.31,12,-1.4962534154250484,1.1099585097181393,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.32,12,-1.5068486247687138,1.0927429428048705,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.33,12,-1.5068486247687138,1.061844870902391,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.34,12,-1.7482909994720055,1.0865395614210924,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.35,12,-2.0263111273664838,1.1046141347600096,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.36,12,-1.9759410834764968,1.1098007057475028,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.37,12,-1.919318197197484,1.1013075978485052,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.38,12,-1.848288945583251,1.0892749137079425,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.39,12,-1.7218816867493674,1.0587994462494446,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.4,12,-1.7298827745453984,1.0516451962223083,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.41,12,-2.0860638985294315,1.067707505134335,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.42,12,-2.150117133137869,1.0261622313967398,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.43,12,-1.928982943461758,0.9924152459415256,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.44,12,-1.5775302797830983,1.012429574373578,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.45,12,-1.7144094470521851,0.997663962281766,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.46,12,-1.956985503740372,1.0060511655505389,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.47,12,-1.8214405697011875,0.9964928111510788,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.48,12,-1.8203787955290287,0.9985975244458775,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.49,12,-1.8293849330073249,1.0300425605058647,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.5,12,-1.8326642627775935,1.026687728880654,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.51,12,-1.771982350628179,1.013113627374567,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.52,12,-2.010339279583113,1.0074405405895859,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.53,12,-2.0083417461014283,1.0107592655338775,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.54,12,-2.169005494770444,1.0193167226425828,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.55,12,-2.118919099139559,1.0232916427212273,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.56,12,-1.939228097820199,1.032766645684171,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.57,12,-2.28198592399143,1.0410841077980042,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.58,12,-2.5785416170017093,1.0419901216619232,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.59,12,-2.5163082333417344,1.0512345159808638,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.6,12,-2.464377188614221,1.0694242177855506,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.61,12,-2.5248076779716424,1.0727180305630586,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.62,12,-2.526570947098003,1.0746991403034394,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.63,12,-2.363066296501973,1.0665746238017997,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.64,12,-2.026952373734697,1.0975561015424167,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.65,12,-2.255548314131291,1.0571411276207876,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.66,12,-2.8740382677111254,1.0484946272153586,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.67,12,-2.629489389811187,1.054785596913785,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.68,12,-2.687085268210442,1.0163813581024397,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.69,12,-2.9678424410327424,1.0001909194797285,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.7,12,-2.971703883451469,0.9984531617734058,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.71,12,-2.9809350710211784,0.9878534014891908,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.72,12,-2.804684995231081,0.9645760189972713,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.73,12,-2.857306732441592,0.9862881171192858,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.74,12,-2.795591542458661,0.9510822730053043,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.75,12,-2.524384523499567,0.952290523731188,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.76,12,-2.4133883159089367,0.9353634025790339,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.77,12,-2.167020458923933,0.9327648600993654,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.78,12,-2.216818877391174,0.9353634025790339,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.79,12,-2.390619262084816,0.9382182858173744,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.8,12,-2.2176051559525343,0.9313156545592984,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.81,12,-2.1640601869629723,0.9271256787149164,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.82,12,-2.235924066818167,0.922021274502144,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.83,12,-2.235924066818167,0.9210120766205364,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.84,12,-2.285388596436893,0.9248391611726912,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.85,12,-2.220580480541443,0.934996909523048,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.86,12,-2.3347874904392434,0.9284272488342273,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.87,12,-2.3945059679823,0.9264438742720892,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.88,12,-2.2257054651397485,0.9386717397453207,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.89,12,-2.1662573909115714,0.936927784073773,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.9,12,-1.9862090979236884,0.9382976930554523,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.92,12,-2.003494690241253,0.9243295001554597,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.93,12,-2.2734126509620216,0.90512609521379,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.94,12,-2.3300481873520047,0.9228271717458886,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.95,12,-2.399725251799372,0.9254353322783694,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.96,12,-2.2896912155483955,0.9068696588663242,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
53.98,12,-2.173111086588708,0.8721459490604558,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
54.0,12,-2.229269176510271,0.8852678896497783,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
54.01,12,-2.046557153054316,0.915110932974115,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
54.02,12,-2.5781312148554325,0.9096194043786356,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
54.04,12,-2.4941370268435437,0.9053576033791615,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
54.06,12,-2.575453601214685,0.889949751851048,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
54.07,12,-3.105123828295165,0.8829221234363942,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
54.08,12,-3.0683066281990143,0.9024006589680895,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
54.09,12,-2.861966251376456,0.8953868047220788,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
54.1,12,-2.6306905217583774,0.8814258922319045,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
54.12,12,-2.594999840054374,0.8766023582657099,12LateralBending_IMU_53s_to_85s,12LateralBending_MoCap_53s_to_85s
