AlignedTime,TrialNumber,Angle IMU (degrees),Angle MoCap (degrees),Filename_IMU,Filename_MoCap
53.01,23,0.0143268006184231,0.7658518066854756,23LateralBending_IMU_53s_to_85s,23LateralBending_MoCap_53s_to_85s
53.02,23,0.0404425682663411,0.797705391700579,23LateralBending_IMU_53s_to_85s,23LateralBending_MoCap_53s_to_85s
53.03,23,-0.2665472313216703,0.8392380758730424,23LateralBending_IMU_53s_to_85s,23LateralBending_MoCap_53s_to_85s
53.04,23,-0.6465848971172528,0.8463752903579377,23LateralBending_IMU_53s_to_85s,23LateralBending_MoCap_53s_to_85s
53.05,23,-0.636533237464999,0.912089637587638,23LateralBending_IMU_53s_to_85s,23LateralBending_MoCap_53s_to_85s
53.06,23,-1.10662733037687,0.9472365574175694,23LateralBending_IMU_53s_to_85s,23LateralBending_MoCap_53s_to_85s
53.07,23,-1.27866035734873,0.9610854107597856,23LateralBending_IMU_53s_to_85s,23LateralBending_MoCap_53s_to_85s
53.08,23,-0.942257269963542,0.9864547232775924,23LateralBending_IMU_53s_to_85s,23LateralBending_MoCap_53s_to_85s
53.09,23,-0.5518992062097485,1.0809029325468251,23LateralBending_IMU_53s_to_85s,23LateralBending_MoCap_53s_to_85s
53.1,23,-0.0873361935619505,1.081307737367923,23LateralBending_IMU_53s_to_85s,23LateralBending_MoCap_53s_to_85s
53.11,23,-0.1907373438366564,1.073694822542826,23LateralBending_IMU_53s_to_85s,23LateralBending_MoCap_53s_to_85s
53.12,23,-0.018048216350567,1.069949171205347,23LateralBending_IMU_53s_to_85s,23LateralBending_MoCap_53s_to_85s
53.13,23,-0.1434837953493497,1.087372963093739,23LateralBending_IMU_53s_to_85s,23LateralBending_MoCap_53s_to_85s
53.14,23,-0.4949448410482659,1.1412671951012152,23LateralBending_IMU_53s_to_85s,23LateralBending_MoCap_53s_to_85s
53.15,23,-0.5622179282270658,1.096444730598768,23LateralBending_IMU_53s_to_85s,23LateralBending_MoCap_53s_to_85s
