AlignedTime,TrialNumber,Angle IMU (degrees),Angle MoCap (degrees),Filename_IMU,Filename_MoCap
3.0,13,3.469238877162441,1.2255350131841805,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.02,13,3.3909777696156636,1.189268759140941,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.03,13,3.5463590218587786,1.1905892051454285,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.04,13,3.190691803540502,1.2163536554828338,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.05,13,3.0104889008724656,1.170363294878865,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.07,13,3.181449569519449,1.1572557531092138,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.08,13,3.1811226391257525,1.1410518431226586,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.09,13,3.353286763064898,1.1459965176879332,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.1,13,3.2512461169230447,1.1741066307551222,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.11,13,3.3692354320802256,1.177474716091342,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.12,13,3.311765542631435,1.2039963319390945,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.14,13,3.2250072930676286,1.2005378302267091,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.16,13,3.3159368151824102,1.1946149855474015,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.17,13,3.131678821170599,1.202476576477788,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.18,13,3.1283083525897073,1.2139356807765729,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.2,13,3.134414009408365,1.228926071971146,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.21,13,3.133710564741172,1.2247010227460908,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.22,13,3.190765186131893,1.2335812966089816,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.23,13,3.252746565612309,1.2191626902678223,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.24,13,3.199441223850478,1.2028419739009788,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.25,13,3.433880871014182,1.1818709114800685,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.26,13,3.371605420500801,1.2046375593809653,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.27,13,3.1810039638211247,1.1698984711612908,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.28,13,3.238273904354415,1.1396176293222613,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.29,13,3.186622030596408,1.1925874683955882,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.3,13,3.30630614191547,1.2288784223722935,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.31,13,3.0652432903692617,1.2122009681876014,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.32,13,3.179774089733682,1.302045622498592,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.33,13,3.289319933058346,1.3033204324279617,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.34,13,3.2352253870768,1.293208275903582,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.35,13,3.296305746612361,1.3307323752328923,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.36,13,3.318006396294339,1.3345821901150103,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.37,13,3.075575348707095,1.3331433972203455,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.38,13,3.066805859435955,1.332964104221822,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.39,13,3.074108427542469,1.3422985629563744,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.4,13,3.1270417695063824,1.3163501499245436,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.41,13,3.123725738926876,1.3122874079097966,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.42,13,3.1851344498500227,1.234400236181024,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.43,13,3.0748498375722777,1.334335658850538,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.44,13,3.0098636546563715,1.4480980809973556,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.45,13,2.952899395659501,1.4506875435368078,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.46,13,2.892736325971074,1.4730583948697529,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.47,13,2.835767324704655,1.4565305058861422,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.48,13,2.780566201600448,1.5760654580006312,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.49,13,3.022130710237112,1.4990088628117626,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.5,13,2.964641876467876,1.4930772015987772,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.51,13,2.9039597926918552,1.4972168716902454,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.52,13,2.9627419227650527,1.4875445593718886,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.53,13,3.0155597017021023,1.7348954196132578,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.54,13,2.953584778533261,1.7374857326129398,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.55,13,2.892736325971074,1.7446579042428167,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.56,13,2.832617587876624,1.723945789221596,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.57,13,2.945452409431142,1.7513072670381056,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.58,13,3.222727959364816,1.765884126650162,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.59,13,3.450880633341466,1.8227372050965405,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.6,13,3.332933646558665,1.8175822438401632,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.61,13,3.3110034923430653,1.9273495182877762,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.62,13,3.3005513996412983,1.902026593866206,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.63,13,3.023753651168886,2.06615989813467,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.64,13,2.6259414207375507,2.1395623661216736,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.65,13,2.864111735076046,2.2192791753086043,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.66,13,2.977514917745153,2.353432537863245,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.67,13,3.036339451807365,2.4530669472516857,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.68,13,2.746626508108254,2.490276481324967,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.69,13,2.4016333183140026,2.587233492305138,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
3.7,13,2.0607335436073986,2.700179439274711,13Flexion_IMU_3s_to_44s,13Flexion_MoCap_3s_to_44s
