Shifted Time (s),LateralBending Angle IMU (degrees)
53.004,1.4051204560617134
53.014,0.929386748540734
53.025,1.8626220646548126
53.035000000000004,1.4050329053875745
53.044000000000004,-0.8210887518540628
53.053999999999995,-2.8631314035019138
53.064,-2.620260624682113
53.074000000000005,-1.0867579009002362
53.085,0.5258992366781942
53.095000000000006,1.257889699479809
53.105,1.4083004598664466
53.115,0.8582775331458488
53.126,0.11720620612271149
53.13400000000001,-0.46600485212302756
53.145,-0.6538150752581767
53.15500000000001,-1.008732814843919
53.165,-0.40453668046744085
53.175000000000004,0.4022106471732872
53.186,0.6318187106216767
53.196000000000005,0.3492143241091882
53.205999999999996,0.11720620612271149
53.214999999999996,0.0003003662726434181
53.225,-0.23353881535537652
53.23500000000001,-0.05688086745418172
53.246,0.11720620612271149
53.25600000000001,0.11720620612271149
53.266,0.23231579201083336
53.27700000000001,-0.28747335927273554
53.287,-0.5105330770954284
53.296,-0.3976429894994178
53.306000000000004,-0.2888835409379148
53.315999999999995,-0.23257525228499953
53.326,-0.8001224196379081
53.336999999999996,-0.5106455120014144
53.347,0.28716824191147305
53.357000000000006,-0.5047338985097858
53.367,-0.9502955876119226
53.376,0.8606480554160394
53.386,0.4085575186715313
53.397,-1.0324266062664393
53.407000000000004,-2.5044121324323942
53.416999999999994,-4.133397342996636
53.427,-3.5468274026547233
53.437999999999995,-2.2629062578101387
53.448,-2.045521589655741
53.457,-2.162838375488289
53.467000000000006,-2.1625737358702013
53.477,-2.0496480215029713
53.487,-1.633925116616131
53.498,-1.1083993531753955
53.508,-0.8174220436480428
53.51800000000001,-0.11927819693632191
53.528,0.2954698017252514
53.537,0.35425741032561675
53.547999999999995,0.831728812426821
53.558,1.1946744989055904
53.568000000000005,0.8915451801684197
53.577999999999996,0.7068004401256393
53.589000000000006,0.05900699142508685
53.599,-0.8695126082979524
53.609,-1.7441693614103977
53.61900000000001,-1.7943351344359157
53.62800000000001,-1.6566791278391648
53.638,-1.4854764393545064
53.64900000000001,-0.5727327506502025
53.659,0.46348715812490243
53.669000000000004,0.869804787744454
53.678999999999995,1.2778011875379884
53.690000000000005,1.3865607116203844
53.699999999999996,1.559589426778962
53.708999999999996,1.3902686886774518
53.719,1.1058943282349691
