Time (s),Flexion Angle MoCap (degrees)
3.0033333333333334,3.253645801200734
3.0100000000000002,3.1884801652525625
3.016666666666666,3.2323084119758745
3.023333333333333,3.2036659682943656
3.03,3.238791845891999
3.0366666666666666,3.2361862304183733
3.0433333333333334,3.227733589200419
3.0500000000000003,3.2334435891705873
3.056666666666666,3.2360711649470826
3.063333333333333,3.230099311319411
3.07,3.160998817558159
3.0766666666666667,3.224180399611642
3.0833333333333335,3.1889322791203103
3.0900000000000003,3.2241523798454037
3.0966666666666662,3.2175231425463076
3.103333333333333,3.180054779532043
3.11,3.1835411077866307
3.1166666666666667,3.252776084591013
3.1233333333333335,3.2024631292399217
3.1299999999999994,3.201765994727084
3.1366666666666663,3.167804059065241
3.143333333333333,3.239723352808524
3.15,3.197905591473791
3.1566666666666667,3.193045106463893
3.1633333333333336,3.1403994901183774
3.1699999999999995,3.1836125043271073
3.1766666666666663,3.227967603256352
3.183333333333333,3.212406198672041
3.19,3.269283797129863
3.1966666666666668,3.228459643562154
3.2033333333333336,3.2161033243434622
3.2099999999999995,3.1710144493307406
3.2166666666666663,3.2739458306996947
3.223333333333333,3.2387708782916285
3.23,3.25343933940967
3.236666666666667,3.270988234303702
3.2433333333333336,3.2140575204226813
3.2499999999999996,3.1838305373697264
3.2566666666666664,3.2357445695372062
3.263333333333333,3.271330739313525
3.27,3.3141338588936766
3.276666666666667,3.2767019602562506
3.2833333333333328,3.2308737355047175
3.2899999999999996,3.2674259410262962
3.2966666666666664,3.235598063881692
3.3033333333333332,3.286955086253264
3.31,3.2938980210761932
3.316666666666667,3.285799226546873
3.323333333333333,3.2901283576414597
3.3299999999999996,3.2836339369394563
3.3366666666666664,3.311942511566757
3.3433333333333333,3.2723997548684896
3.35,3.302239976995742
3.356666666666667,3.317503017148364
3.363333333333333,3.261277687274609
3.3699999999999997,3.3541336798567998
3.3766666666666665,3.349752570769336
3.3833333333333333,3.3456082943809036
3.39,3.3461084904712033
3.396666666666667,3.3478640795245673
3.403333333333333,3.420012835350526
3.4099999999999997,3.3899879245692692
3.4166666666666665,3.4114695693429096
3.4233333333333333,3.414643023704046
3.43,3.4894521986292775
3.436666666666667,3.526111388353997
3.443333333333333,3.500657610395691
3.4499999999999997,3.5247804185733522
3.4566666666666666,3.566758153618035
3.4633333333333334,3.570143817244009
3.47,3.6445593236454012
3.476666666666666,3.748061758756963
3.483333333333333,3.809539785926256
3.4899999999999998,3.819665162896845
3.4966666666666666,3.8247828249928353
