Shifted Time (s),Flexion Angle IMU (degrees)
3.005000000000001,1.0739965994171286
3.014999999999999,0.9145035079209141
3.023999999999999,0.8008877165182735
3.0340000000000007,1.180003947439503
3.045,1.3338249250993561
3.054999999999998,1.3683775968325014
3.0649999999999995,1.0743229516358355
3.0749999999999975,0.8440352109055054
3.0860000000000003,0.8934382218644137
3.0959999999999983,1.0664420069047766
3.1049999999999986,1.0727516993818966
3.115,1.0844467635615187
3.1249999999999982,1.033367852965653
3.135,1.0279468008465855
3.145999999999999,1.2177343767121735
3.1560000000000006,1.052630475072049
3.1659999999999986,1.0592634923155977
3.176,1.1213258786430806
3.1850000000000005,1.0005711986791237
3.1949999999999985,0.9891020857706572
3.2059999999999977,0.8165729351526467
3.2159999999999993,0.7531057259621328
3.226000000000001,0.9638373935598636
3.235999999999999,0.7461877049283299
3.246999999999998,0.9760299942146116
3.2569999999999997,0.9251459902346211
3.266,0.9951531844261226
3.275999999999998,1.0592634923155977
3.2859999999999996,1.1097991837439354
3.2959999999999976,1.027334367538562
3.3070000000000004,0.8489714622593789
3.3169999999999984,0.9696398942603404
3.327,0.9184025543155778
3.336999999999998,0.9248389668321719
3.3480000000000008,0.9251459902346211
3.3569999999999975,1.079053613272385
3.366999999999999,1.0270372699885035
3.3770000000000007,1.026461326659966
3.3869999999999987,1.0513962410418172
3.397999999999998,1.0460056853786845
3.4079999999999995,1.033367852965653
3.4179999999999975,1.0330716487917844
3.427999999999999,1.033367852965653
3.4369999999999994,1.0730538423069014
3.447000000000001,0.9512933015863778
3.458,0.8361939542431482
3.467999999999998,0.9629534845451229
3.4779999999999998,1.2686336149283353
3.4879999999999978,1.0466366985384807
3.4990000000000006,1.052630475072049
3.5089999999999986,0.9190122744896048
3.517999999999999,0.7963516935595054
3.5280000000000005,0.9560052662108083
3.5379999999999985,1.135368794121013
3.548,1.2171445871076747
3.5589999999999993,1.1154111310365655
3.569000000000001,1.1337477206671611
3.578999999999999,1.013875820764376
3.5890000000000004,0.9769636648441669
3.5980000000000008,0.9574210789392117
3.6079999999999988,1.0667389862589776
3.618999999999998,1.1822278015743422
3.6289999999999996,0.9577227837634448
3.6389999999999976,0.7341554781664241
3.6500000000000004,0.9073462947004085
3.6599999999999984,1.028262131014782
3.67,0.8740699157994767
3.6790000000000003,0.7600327550247901
3.6889999999999983,0.5379814599413217
3.699,0.5451504725412404
3.709999999999999,0.5574093916937262
3.7200000000000006,0.2862295092254996
3.7299999999999986,0.23594286422905064
3.74,0.07296496822731235
3.7509999999999994,0.03793484682136938
3.7589999999999986,0.146456543276126
3.769999999999998,0.5633217632518432
3.7799999999999994,0.5805264181275183
3.790000000000001,0.58452242779894
3.799999999999999,0.6831223031858675
3.810999999999998,0.7028026569743719
3.8209999999999997,0.649140992215921
3.8309999999999977,0.5969674743461901
3.8409999999999993,0.6508740088158769
3.8499999999999996,0.7272257423392308
3.8599999999999977,0.6878248071038655
3.8710000000000004,0.3556362945854765
3.8809999999999985,0.3022788368929987
3.891,0.1497932337659238
3.900999999999998,0.02468969688216216
3.912000000000001,0.20677729226303132
3.921999999999999,0.4255317714466287
3.930999999999999,1.1232171740429209
3.9410000000000007,0.32336787906786935
3.9509999999999987,0.24119446900387675
3.961999999999998,0.7157666973579557
3.9719999999999995,1.861091166194278
3.9819999999999975,0.5568923411548292
3.991999999999999,2.063969307115374
4.002999999999998,4.344814907502828
4.0109999999999975,6.476012211885658
4.022,5.632368457240851
4.031999999999998,2.9279937419535464
4.042,2.967027975040698
4.051999999999998,4.645446358147938
4.063000000000001,5.326399289553214
4.072999999999999,5.014502094379475
4.083,5.474001983488409
4.0920000000000005,6.809236459698908
4.1019999999999985,7.974916914328322
4.112,8.402647354176116
4.122999999999999,8.716191581764251
4.133000000000001,9.980991075458752
4.142999999999999,10.83098503908807
4.1530000000000005,11.039767400191327
4.164,12.554525475157885
4.171999999999999,12.96080903355471
4.182999999999998,12.936166644148678
4.193,14.36702364704399
4.202999999999998,15.676171432139778
4.212999999999999,16.24315099203659
4.223999999999998,17.927236028441055
4.234,20.47078486968682
4.243999999999998,21.571287748197495
4.252999999999998,22.197053736398452
4.263,20.91556874323163
4.273999999999999,21.766037701156613
4.284000000000001,23.03880986039111
4.293999999999999,24.518749495447814
4.304,25.79832101621287
4.3149999999999995,26.818327775308585
4.3249999999999975,27.871739387047196
4.333999999999998,30.39614155945553
4.343999999999999,33.715873189031015
4.354000000000001,32.49738687665596
4.363999999999999,33.66411321580112
4.374999999999998,36.055348376376685
4.385,38.15477040661803
4.394999999999998,38.91925312198295
4.404999999999999,39.99683305584041
4.415999999999999,41.52502624406402
4.423999999999998,43.13386607597056
4.4350000000000005,45.09288254541494
4.4449999999999985,45.61992123690547
4.455,47.65804276201908
4.464999999999998,48.91844846514374
4.476000000000001,49.9175661785568
4.485999999999999,50.619644369926675
4.496,51.496889290023674
4.505000000000001,52.78143961913895
4.514999999999999,53.71868257596719
4.525,54.24666827941415
4.536,54.965644146591885
4.545999999999998,56.60772023316029
4.555999999999999,57.79258469167566
4.566000000000001,58.88625041911611
4.577,59.46625233960515
4.586,59.77634398641095
4.595999999999998,59.713565120472154
4.606,59.45689385907923
4.615999999999998,59.313058394480976
4.627000000000001,60.45441921820883
4.636999999999999,62.206811734231266
4.647,64.05503541133939
4.656999999999998,64.73570369741958
4.665999999999999,64.7037082849807
4.676,64.45497003822435
4.686999999999999,64.23855477667469
4.697000000000001,64.38748008583362
4.706999999999999,64.50055266928861
4.7170000000000005,64.9049165928195
4.728,65.33729185842893
4.737999999999998,65.85781359084798
4.746999999999998,66.00489645033214
4.757,65.8757769740977
4.766999999999998,65.60104711805583
4.776999999999999,65.49380936358996
4.7879999999999985,65.63811140449373
4.798,65.84500118024283
4.807999999999998,66.18519867612885
4.818,66.69854132765862
4.827,66.91578964895321
4.836999999999998,66.93974123962701
4.848000000000001,66.87079123152043
4.857999999999999,66.52576224215633
4.868,66.24501058212284
4.879,65.7489072671608
4.888999999999998,65.24522185164918
4.898999999999999,65.06339647422257
4.909000000000001,65.09911460178711
4.9179999999999975,64.84148245246952
4.927999999999999,64.87119713489145
4.938999999999998,65.05327020534119
4.949,64.85216142925074
4.958999999999998,64.58242467902335
4.968999999999999,64.53921666449071
4.979999999999999,64.583650447055
4.99,64.74245558962795
4.9990000000000006,64.72977895200005
5.008999999999999,64.5741680685657
5.019,64.5422616741895
5.028999999999998,64.26145771600014
5.040000000000001,63.915151976058354
5.049999999999999,64.06873268423344
5.0600000000000005,63.94403322489967
5.0699999999999985,63.83328617537167
5.078999999999999,63.826550148442095
5.089,63.715598442362094
