Shifted Time (s),AxialRotation Angle IMU (degrees)
95.007,-1.9529342461270178
95.017,-1.9619748874462477
95.02799999999999,-1.9686360345907574
95.036,-1.9690256872049188
95.047,-1.9689888449328752
95.05699999999999,-1.969501507418535
95.06700000000001,-1.9700146743057119
95.077,-1.9699183452380034
95.088,-1.9705545198588434
95.096,-1.9689951978115543
95.107,-1.9703033787392397
95.11699999999999,-1.9720390622848067
95.12700000000001,-1.9707252480909274
95.137,-1.9627019358001272
95.14599999999999,-1.9574851250547343
95.156,-1.9604428154970104
95.167,-1.9604120067690607
95.17699999999999,-1.954830698512787
95.18700000000001,-1.947419890369883
95.196,-1.9389115819818994
95.20599999999999,-1.9290617729902322
95.21699999999998,-1.9216524630360936
95.227,-1.9148536517605
95.237,-1.9068353388042942
95.24699999999999,-1.8908875238081166
95.256,-1.8664702064124077
95.26599999999999,-1.8419933862574922
95.27699999999999,-1.8231800629835235
95.287,-1.8066242362303924
95.297,-1.7906789056378956
95.30600000000001,-1.7777840708456927
95.316,-1.7642797314932257
95.326,-1.7526058872197534
95.33699999999999,-1.7418475376643263
95.34700000000001,-1.732614682465778
95.357,-1.7276523212626989
95.36599999999999,-1.7229954536935668
95.376,-1.719864079396671
95.386,-1.7161231980101301
95.39699999999999,-1.7127488091719147
95.40700000000001,-1.7065689125198513
95.416,-1.6991695076916298
95.42599999999999,-1.6942105943247436
95.436,-1.6910821720565254
95.446,-1.6861242405241175
95.457,-1.6793977993644773
95.46600000000001,-1.6774908482143516
95.476,-1.679854386710361
95.48599999999999,-1.6791684144889354
95.49600000000001,-1.6784829311863037
95.507,-1.6804819364385388
95.517,-1.6804074298815614
95.52600000000001,-1.6763074111510794
95.536,-1.6676938798826904
95.54599999999999,-1.660300835711839
95.55600000000001,-1.6583982782738105
95.56700000000001,-1.657045207203691
95.57499999999999,-1.6555096221364134
95.58600000000001,-1.654828522706726
95.596,-1.650487908549144
95.606,-1.6406577792980717
95.61599999999999,-1.6308281345877107
95.62700000000001,-1.6247809740520611
95.63499999999999,-1.618856297324904
95.64599999999999,-1.6148231040398642
95.656,-1.6135353938304302
95.666,-1.6134681663299453
95.67599999999999,-1.612181421171515
95.685,-1.60973615798815
95.696,-1.608389376412607
95.70599999999999,-1.605274076077511
95.71600000000001,-1.60215925661539
95.726,-1.59904491765851
95.73499999999999,-1.6037300588390266
95.745,-1.6170766797889504
95.756,-1.6324967801400587
95.76599999999999,-1.645844359524015
95.77600000000001,-1.6591924175722008
95.786,-1.6701009539158473
95.79499999999999,-1.6769849681861109
95.805,-1.6836244600138701
95.816,-1.6930084290298453
95.826,-1.7075788748646672
95.83600000000001,-1.7209297971487563
