Time (s),Flexion Angle MoCap (degrees)
3.0033333333333334,0.01044383683982583
3.0100000000000002,0.03188237188660249
3.016666666666667,-0.0476803882842435
3.023333333333333,-0.04285134222619111
3.03,-0.053275437547804415
3.0366666666666666,-0.0831925784774071
3.0433333333333334,-0.10260050318487202
3.0500000000000003,-0.08758278937519799
3.056666666666667,-0.14630237308234248
3.063333333333333,-0.11905634575953394
3.07,-0.19353746995779017
3.0766666666666667,-0.17430590007038516
3.0833333333333335,-0.18584007480574596
3.0900000000000003,-0.2145571627299507
3.096666666666667,-0.22179544862850786
3.103333333333333,-0.18046707560194566
3.11,-0.1983686295536679
3.1166666666666667,-0.201302056699329
3.1233333333333335,-0.18298005230670114
3.1300000000000003,-0.18653473481660873
3.1366666666666663,-0.21510649446789806
3.143333333333333,-0.3201245135858177
3.15,-0.28078610636979706
3.1566666666666667,-0.36326884907179524
3.1633333333333336,-0.6252333230394105
3.1700000000000004,-0.6574345385243998
3.1766666666666663,-0.6656770058937519
3.183333333333333,-0.6307791486532948
3.19,-0.692225239965529
3.1966666666666668,-0.6867836054453216
3.2033333333333336,-0.4448148234765713
3.2100000000000004,-0.5088873820281902
3.2166666666666663,-0.5147080461060918
3.223333333333333,-0.46542138308219755
3.23,-0.518498585995701
3.236666666666667,-0.4859179367156802
3.2433333333333336,-0.38621713481623365
3.2500000000000004,-0.35441551455288944
3.2566666666666664,-0.3917628682251897
3.263333333333333,-0.3442099960294942
3.27,-0.3717968569045351
3.276666666666667,-0.36460382556495985
3.2833333333333337,-0.4051009202314908
3.2899999999999996,-0.3217491987596437
3.2966666666666664,-0.32668755403540933
3.3033333333333332,-0.30274543922185454
3.31,-0.2671803302870613
3.316666666666667,-0.278677468155928
3.3233333333333337,-0.2843111109093544
3.3299999999999996,-0.1822361809539651
3.3366666666666664,-0.2081286119871245
3.3433333333333333,-0.17231682888851166
3.35,-0.2092608324781214
3.356666666666667,-0.15846850823044625
3.3633333333333337,-0.10579530878627719
3.3699999999999997,0.0802992839043411
3.3766666666666665,0.1110380271351902
3.3833333333333333,0.10097919900733504
3.39,0.11282360829541668
3.396666666666667,0.12941079097035843
3.4033333333333338,0.1140565589759382
3.4099999999999997,0.0966791333954935
3.4166666666666665,0.10897567594466105
3.4233333333333333,0.023114451309923373
3.43,0.10251567388408629
3.436666666666667,0.13658095892990219
3.443333333333333,0.11657422986461427
3.4499999999999997,0.10480057249500827
3.4566666666666666,0.07684536454088482
3.4633333333333334,0.11031250687461495
3.47,0.10655382209814042
3.476666666666667,0.11263876021422753
3.483333333333333,0.11099501830382484
3.4899999999999998,-0.054941699860744535
3.4966666666666666,-0.04542088667411133
3.5033333333333334,-0.06644726625280495
3.5100000000000002,-0.050273280901308816
3.516666666666667,-0.00999172977401136
3.523333333333333,0.003686832756410757
3.53,-0.0011870610383088239
3.5366666666666666,0.04853403667277937
3.5433333333333334,0.05048112212051486
3.5500000000000003,0.1114754467508501
3.556666666666667,0.1321399436218593
3.563333333333333,0.1858474583606597
3.57,0.20811854926055992
3.5766666666666667,0.23815177906631713
3.5833333333333335,0.272061263910445
3.5900000000000003,0.29915457358441405
3.596666666666667,0.34226379881614116
3.603333333333333,0.3685652475373418
3.61,0.39699262601418767
3.6166666666666667,0.4148484535436657
3.6233333333333335,0.44838766703893085
3.6300000000000003,0.4909742102295832
3.6366666666666663,0.5136540121842912
3.643333333333333,0.5438954071528413
3.65,0.5935718510252832
3.6566666666666667,0.6371844533336697
3.6633333333333336,0.6594746430956
3.6700000000000004,0.6876144276796082
3.6766666666666663,0.7166704777609889
3.683333333333333,0.7222450458606742
3.69,0.7481603273957099
3.6966666666666668,0.813463858867698
3.7033333333333336,0.8560102237853474
3.7100000000000004,0.8945936379003357
3.7166666666666663,0.9559302133575304
3.723333333333333,0.9351655609658468
3.73,0.987280869497849
3.736666666666667,1.0590790835601032
3.7433333333333336,1.132699619643777
3.7500000000000004,1.1676307599949827
3.7566666666666664,1.1926273532285265
3.763333333333333,1.2498090232629921
3.77,1.274565415853646
3.776666666666667,1.3726439184716623
3.7833333333333337,1.5209381720511588
3.7899999999999996,1.647205554115885
3.7966666666666664,1.7843733261359838
3.8033333333333332,1.8389612060408307
3.81,1.9206285940359722
3.816666666666667,1.9994201887516307
3.8233333333333337,2.0847484859161027
3.8299999999999996,2.233857890444902
3.8366666666666664,2.3485294628200775
3.8433333333333333,2.492433907959919
3.85,2.5993090730520088
3.856666666666667,2.7190416941980162
