Shifted Time (s),Flexion Angle IMU (degrees)
3.0,0.19318536712062073
3.009999999999998,0.07859838352705317
3.021000000000001,0.024681343291617086
3.030999999999999,0.14586281845786875
3.0410000000000004,0.2677081271102737
3.0509999999999984,0.15600027763794522
3.0599999999999987,0.08839814710503058
3.0700000000000003,0.20052544579380793
3.0809999999999995,0.08894690041819997
3.0909999999999975,0.029257289391294794
3.100999999999999,0.1564673106349268
3.1110000000000007,0.0960979265980959
3.122,0.2589518839744236
3.131999999999998,0.025925081372759173
3.1409999999999982,0.08074160337892033
3.151,0.20197979814209122
3.160999999999998,0.2015857582327718
3.1709999999999994,0.6038950873541098
3.1819999999999986,0.6011550964463948
3.192,0.42860890512364724
3.201999999999998,0.3106900271948181
3.2119999999999997,0.4863186183103618
3.222999999999999,0.6043295439735616
3.230999999999998,0.6542824623690553
3.242000000000001,0.4786599347624225
3.251999999999999,0.47900264393999814
3.2620000000000005,0.5366925851214486
3.2719999999999985,0.42119886043220234
3.2829999999999977,0.4783424981418354
3.2929999999999993,0.7115684990919156
3.303000000000001,0.5986500764471896
3.3119999999999976,0.5985680228491845
3.321999999999999,0.718741964978717
3.3329999999999984,0.6012342280077694
3.343,0.5546959940659901
3.352999999999998,0.49462846306437536
3.3629999999999995,0.5414095798745464
3.3739999999999988,0.6622021084558978
3.3840000000000003,0.7193060096783772
3.3930000000000007,0.48113361284064027
3.4029999999999987,0.37145134820804326
3.4130000000000003,0.428878797699499
3.4229999999999983,0.6539025166677459
3.4339999999999975,0.49195444150910994
3.443999999999999,0.3745446392039371
3.4540000000000006,0.5389832279521807
3.4639999999999986,0.4868011244816133
3.472999999999999,0.5500712630541056
3.4830000000000005,0.6101307107206035
3.4939999999999998,0.32611136516770634
3.503999999999998,0.2714905595816486
3.5139999999999993,0.5003225983482569
3.524000000000001,0.45408062338881017
3.535,0.4485896665802547
3.544999999999998,0.5003225983482569
3.5539999999999985,0.5086424154942808
3.564,0.6203645732868792
3.573999999999998,0.7917056558900177
3.5839999999999996,0.9013309780158285
3.594999999999999,0.6150084032951155
3.6050000000000004,0.6099235657542015
3.6149999999999984,0.6124670090495234
3.6259999999999977,0.8462123890208728
3.6340000000000003,0.7889939717612493
3.6449999999999996,0.6747471902441529
3.6549999999999976,0.8390628802549158
3.664999999999999,1.0794740649924925
3.6750000000000007,0.9151850715665741
3.686,0.8510890343429338
3.695999999999998,1.134489944446944
3.7059999999999995,1.30224007427445
3.715,1.1323053385457378
3.724999999999998,1.0771667407091639
3.7349999999999994,1.295950733824209
3.7459999999999987,1.246741041847086
3.7560000000000002,1.1939452042707122
3.7659999999999982,1.1385742465154287
3.776,1.4276420682484416
3.786999999999999,1.655753928117271
3.7970000000000006,1.8265584878226746
3.8059999999999974,1.6585870525103559
3.815999999999999,1.6521905868376885
3.8260000000000005,1.8768101422751726
3.8359999999999985,1.7684222266412892
3.8469999999999978,1.8256344732974106
3.8569999999999993,1.935904911277143
3.867000000000001,1.6500020964789324
3.876999999999999,1.935904911277143
3.8859999999999992,2.114283325729727
3.8969999999999985,2.172006647157085
3.907,2.2846478343860928
3.916999999999998,2.457755228744031
3.9269999999999996,2.6836831216476735
3.937999999999999,2.625602350093531
3.9480000000000004,2.7415736519669256
3.9579999999999984,2.911490397307417
3.9669999999999987,2.912835794159614
3.9770000000000003,3.026892047611729
3.9869999999999983,3.3654682640130553
3.9979999999999976,3.3654803470253434
4.007999999999999,3.422056674189903
4.018000000000001,3.4783887037455528
4.027999999999999,3.5351850293630123
4.038999999999998,3.820282329316923
4.047000000000001,3.929246747087667
4.058,4.322878452053342
4.067999999999998,4.609685889394229
4.077999999999999,4.717147698244505
4.087999999999997,5.228086034675783
4.099,5.228442862620142
4.108999999999998,5.045005366465453
4.119,5.620573524073946
4.128,5.5731412919855305
4.137999999999998,5.850389858958003
4.148,6.53909186232266
4.158999999999999,6.241904070037871
4.1690000000000005,7.237591160542579
4.1789999999999985,7.0024893504962495
4.189,7.3458154530879405
4.199999999999999,8.294909637104817
4.209,7.732963656206412
4.218999999999998,8.411286336434117
4.228999999999999,8.879134529168642
4.239000000000001,9.436932689641775
4.25,10.046394979714643
4.259999999999998,9.744378965635526
4.27,10.709171329857604
4.279999999999998,10.380996380528893
4.291,10.951828490565937
4.2989999999999995,12.252036168257328
4.309999999999999,11.415358946792562
4.32,12.616463155925626
4.329999999999998,13.661771789440255
4.34,15.232161426976285
4.350999999999999,14.715306254198246
4.361000000000001,14.706834814313249
4.370999999999999,15.620040191677198
4.379999999999999,16.22959194302906
4.390000000000001,17.508474874722488
4.399999999999999,17.63028432454298
4.410999999999998,19.012520562478297
4.420999999999999,18.419068278477
4.430999999999997,19.66417563020025
4.440999999999999,21.537075553256734
4.451999999999998,21.393628921635877
4.460000000000001,22.65712787124611
4.471,22.539438937986677
4.480999999999998,23.494075981427333
4.491,24.368391828920256
4.500999999999998,25.092252747906514
4.5120000000000005,25.68538771142509
4.5219999999999985,26.00975687558987
4.532,27.625645496854357
4.541,28.126717655059622
4.550999999999998,28.600447641979347
4.561999999999998,28.859454621330126
4.571999999999999,27.807767036129963
4.582000000000001,30.21168088063644
4.591999999999999,30.76452474320521
4.602999999999998,31.02032184445343
4.6129999999999995,32.56902645856855
4.622,33.05911091179312
4.631999999999998,34.77899165995654
4.6419999999999995,33.33620192489851
4.6519999999999975,33.70913639511986
4.663,35.987318630796686
4.672999999999998,37.12127602810599
4.683,37.77637865626297
4.692999999999998,36.4588225894049
4.701999999999998,37.90083457099306
4.712,38.55865857159188
4.722999999999999,38.789346427946455
4.7330000000000005,39.99719497104185
4.7429999999999986,41.446428427048104
4.753,41.35438675669583
4.763999999999999,42.69058645061363
4.774000000000001,43.78917892642043
4.782999999999998,42.49619789349914
4.792999999999999,43.80428397786658
4.803000000000001,44.68558996206086
4.812999999999999,44.84241152924129
4.823999999999998,45.29950763077003
4.834,46.04828014773326
4.843999999999998,46.70187800602968
4.855,46.95899674097952
4.864999999999998,48.10263016553832
4.873999999999999,48.508782185170176
4.884,50.787078397168415
4.893999999999998,49.02364654865313
4.904,47.472103677584144
4.914999999999999,49.74557906179206
4.925000000000001,50.92652601370749
4.934999999999999,51.11958974973119
4.945,51.77109002957123
4.954000000000001,52.95623898282812
4.963999999999999,54.202375217581995
4.974999999999998,56.80800524860415
4.984999999999999,55.03121736610901
4.994999999999997,53.661848917539174
5.004999999999999,55.57145273173393
5.015999999999998,56.62594992367279
5.026,56.636107791571916
5.035,57.48526082253112
5.044999999999998,58.04034640941509
5.055,58.15969544454881
5.064999999999998,58.374487500259534
5.0760000000000005,59.43612323721973
5.0859999999999985,59.599662181131976
5.096,59.04572593469633
5.105999999999998,59.27982272221583
5.114999999999998,59.845078078397954
5.125999999999998,59.97620977652729
5.135999999999999,60.400400114288345
5.146000000000001,60.814141048224265
5.155999999999999,60.29299907477635
5.166999999999998,61.11414823291787
5.177,62.15974698833338
5.186999999999998,60.349105850366136
5.195999999999998,60.49209058191493
5.2059999999999995,61.38276880186721
5.2159999999999975,61.7963387937284
5.227,61.80348850555779
5.236999999999998,62.18564898659444
5.247,63.25407305353406
5.256999999999998,63.0105868624838
5.268000000000001,62.314230150355684
5.276,62.927349417014575
5.286999999999999,63.57868668742642
5.297000000000001,63.424479128700185
5.306999999999999,63.90835585039904
5.317,64.16692235016443
5.327999999999999,64.20439786297372
5.337999999999997,64.26386848671073
5.347999999999999,64.52566487239393
5.356999999999999,64.8384307238291
5.367000000000001,64.44952721143613
