Shifted Time (s),LateralBending Angle IMU (degrees)
53.006,-0.07339437951740324
53.016999999999996,0.1536520734335569
53.027,0.4437833458172362
53.037000000000006,0.21986901371297263
53.047,-0.18113307390308275
53.05800000000001,-0.13199342440448536
53.068,0.03652793187910808
53.077,-0.22058266311593488
53.087,-0.4096863962945192
53.09700000000001,-0.43758002948659414
53.107,-0.375314607966323
53.117999999999995,-0.14675671963565362
53.128,0.20287876828305107
53.138000000000005,0.672806968056141
53.147999999999996,0.9102869125462583
53.157,1.311629814420594
53.167,1.131510819622073
53.178,0.3257332901343708
53.188,-0.3051835215415464
53.19800000000001,-0.7012358330341062
53.208,-0.5792852766963459
53.21900000000001,-0.12455806233324518
53.229,0.5014734311282021
53.238,0.9765670773747708
53.248000000000005,0.8634600069102951
53.257999999999996,0.2228128935735585
53.269000000000005,0.047760172705503035
53.278999999999996,0.09822243397628672
53.289,0.42968343056551817
53.29900000000001,0.545224360144003
53.31,0.5508649095268521
53.318,0.4880871432307372
53.32900000000001,0.417850501072877
53.339,0.6002399983489894
53.349000000000004,0.37167771011887996
53.358999999999995,-0.08782505385233197
53.370000000000005,0.03097120604216652
53.379999999999995,-0.19069025637659553
53.39,-0.5937506693935624
53.399,-0.9270778221634184
53.409000000000006,-0.510444443910913
53.419,-0.2191964566601987
53.43000000000001,-0.5720662778885401
53.44,-0.2980199697465138
53.45,6.654352517987405e-05
53.46000000000001,0.811123786166082
53.471000000000004,1.832161782141263
53.48100000000001,1.372014439123242
53.489999999999995,0.5238137254681898
53.5,0.4689052502262965
53.510000000000005,0.2882279900342273
53.519999999999996,-0.05402520939511746
53.531000000000006,-0.4810801652751957
53.541,-1.1463892302746372
53.551,-1.200646291393355
53.562,-1.4445183640730859
53.57000000000001,-1.5747046432007559
53.581,-1.0816885544615165
53.59100000000001,-0.3045356882010286
53.601,0.34404820593065333
53.611000000000004,0.4189983508565478
53.622,-0.09895006174686705
53.632000000000005,-0.28593554542279875
53.641999999999996,-0.12410257463889307
53.650999999999996,-0.30243473074919613
53.661,-1.0035951077745073
53.67100000000001,-1.1628124233324253
53.682,-0.7954089616994269
53.69200000000001,-0.644491802502626
53.702,-0.6217740496238191
53.712,-0.1333511882483509
53.723,1.0836070890771519
53.73100000000001,1.714669925313086
53.742000000000004,1.5393757600577602
53.751999999999995,1.5396789551039256
53.762,1.3677473113908936
53.772000000000006,0.6750585845934742
53.783,0.39090819199106797
53.793000000000006,0.9171233329761825
53.803,2.176021154975284
53.812,3.209663100588602
53.822,3.7946526787271955
53.833,4.392918010282229
53.843,3.516088382411696
53.85300000000001,2.061039386518338
53.863,0.6228519365391223
53.873999999999995,0.07022159689076624
53.884,0.29732780358892685
53.893,0.6705433034721608
