Shifted Time (s),LateralBending Angle IMU (degrees)
53.001999999999995,1.1075029403139547
53.010999999999996,1.1674908576686291
53.02199999999999,1.050946854983157
53.032,1.1164440862249079
53.042,1.173845901324676
53.051,1.1710078535708173
53.06099999999999,1.1143468179309448
53.071,1.2275541043891811
53.081999999999994,1.281090210013826
53.09,1.1674908576686291
53.101,1.1081705695227304
53.11099999999999,1.3389528275835734
53.120999999999995,1.455472010658445
53.129999999999995,1.4007226810877118
53.14,1.5720439385323306
53.14999999999999,1.4570481875850587
53.161,1.3983462629551433
53.169,1.2795805480836966
53.17999999999999,1.2751632167746771
53.19,1.1060776844340083
53.2,1.224649191611112
53.209,1.2773698980126114
53.218999999999994,1.22175082396877
53.22999999999999,1.1660207296466647
53.238,1.2239102613368862
53.248999999999995,1.2796254640468085
53.259,1.2781233803209269
53.26899999999999,1.2239564954956779
53.27799999999999,1.2781233803209269
53.288,1.3291326535438712
53.298,1.33818002428747
53.309,1.2203299709451516
53.31699999999999,1.0992580485560552
53.328,1.048948880724904
53.337999999999994,0.8802171870506685
53.348,0.8227946857374375
53.357,0.8174253199226482
53.36699999999999,0.6410679652778228
53.376999999999995,0.9294179941543321
53.38799999999999,1.2811210018526527
53.39699999999999,1.5166297184523458
53.407,1.7518458157131416
53.417,1.7544435240855665
53.42699999999999,1.815216237480038
53.43599999999999,1.6955778925377027
53.446,1.6349819182582135
53.456999999999994,1.282552992926212
53.467,1.113644668802188
53.476,1.0535926112577314
53.48599999999999,0.9968803539066264
53.495999999999995,1.1731279711751859
53.504999999999995,1.4007226810877118
53.515,1.510900462073194
53.52499999999999,1.4006777078631647
53.536,1.5157259681755513
53.544,1.5141196387930262
53.55499999999999,1.345787910323523
53.565,1.2254189580846082
53.575,1.1143468179309448
53.584,1.0469545095079609
53.593999999999994,0.9833461385600486
53.60499999999999,1.3344431441850853
53.614999999999995,1.2803740540436308
53.623999999999995,1.22106309079997
53.634,1.395272872573907
53.64399999999999,1.4506650850564509
53.653999999999996,1.3359120784566862
53.663,1.2803361932071258
53.673,1.3944852665256706
53.684,1.2869985929948233
53.694,1.1198484123721173
53.703,0.8851172337695661
53.712999999999994,0.8204091023950937
53.723,0.8204091023950937
53.732,0.9325737033186525
53.74199999999999,1.1033794735273437
53.751999999999995,1.3351833101239319
53.76299999999999,1.5720439385323306
53.77199999999999,1.8007928580703532
53.782,1.9192076098275017
53.792,1.6290556511027499
53.80199999999999,1.689514348549875
53.81099999999999,1.8044261473026857
53.821,1.4530892032551377
53.831999999999994,1.7429901020600027
53.842,1.7420924390857826
53.851,1.5653766083231073
53.86099999999999,1.5678044664190989
53.870999999999995,1.3944307206001547
53.881,1.3913177812075592
53.89,1.3990802763598518
53.89999999999999,1.400607754463062
53.911,1.5190081154587658
53.92099999999999,1.6886283082647646
53.92999999999999,1.6222419804171266
53.94,1.6230468477813107
53.95,1.5645335539588
53.959,1.5678947636023153
53.968999999999994,1.6290011516575447
53.97999999999999,1.685958676246684
53.989999999999995,1.7446942238885519
53.998999999999995,1.51660878139123
54.009,1.2892752869039452
54.01899999999999,1.4061539630628237
54.028999999999996,1.400607754463062
54.038,1.4505941553987791
54.048,1.3275996937639734
54.059,1.7341451683459004
54.069,2.029013296752402
54.078,1.9655120213381065
54.087999999999994,1.628038425429973
54.098,1.5768152098070305
54.10799999999999,1.4060860520893173
54.11699999999999,1.1702904193161852
54.126999999999995,1.0562807488681798
54.13799999999999,1.1164130200988704
54.147999999999996,1.2297628664403029
54.157,1.3999322647467525
54.167,1.455472010658445
54.17699999999999,1.5149511557446391
54.18599999999999,1.6316086044718443
54.196,1.5728489102476837
54.206999999999994,1.4022682738160512
54.217,1.4022682738160512
54.226,1.3976004678647371
54.23599999999999,1.2833424331790246
54.245999999999995,1.4077502435419171
54.256,1.5728489102476837
54.265,1.4515129107961016
54.27499999999999,1.5703882822722288
54.286,1.6256449894739873
54.29599999999999,1.4538530429767837
54.30499999999999,1.3921641173305244
54.315,1.3389528275835734
54.325,1.3936959483685143
54.334999999999994,1.3968105983580916
54.343999999999994,1.4602505388867606
54.35499999999999,1.5141196387930262
54.364999999999995,1.520678926734316
54.375,1.6350340420115026
54.384,1.5182276882479073
54.39399999999999,1.51660878139123
54.403999999999996,1.5149877246052037
54.413,1.5703882822722288
54.423,1.5754022433911021
54.434,1.5117392415320625
54.444,1.2803882523359558
54.453,1.3443103390030073
54.462999999999994,1.5215379366491313
54.473,1.2290491682217384
54.48299999999999,1.2818663017688132
54.49199999999999,1.3367117164139695
54.501999999999995,1.3382188284357757
54.51299999999999,1.457887228364201
54.522999999999996,1.5687304581298631
54.532,1.6282262589253993
54.542,1.6350587332755258
54.55199999999999,1.806253861134471
54.563,1.6877877182290513
54.571,1.574544054729681
54.581999999999994,1.5753888486129937
54.592,1.4538937330315307
54.60199999999999,1.568706531998813
54.61099999999999,1.6256449894739873
54.620999999999995,1.7447510819531333
54.631,1.7420924390857826
54.64,1.6816539915282729
54.64999999999999,1.7420385786186092
54.661,1.571199719609153
54.67099999999999,1.3397239560722503
54.67999999999999,1.340493403876412
54.69,1.3427281836429399
54.7,1.2802746733070964
54.709999999999994,1.1604332398126054
54.718999999999994,1.3344431441850853
54.72999999999999,1.5637441822406364
54.739999999999995,1.6765256877001018
54.75,1.7962837641508627
54.759,1.8007928580703532
54.76899999999999,1.693013918515523
54.778999999999996,1.5862971285556673
54.78999999999999,1.3519577580885669
54.798,1.1766903547910352
54.809,1.1164440862249079
54.819,1.0516212524768613
54.82899999999999,1.2232528875468762
54.837999999999994,1.4554974913487715
54.848,1.691294620431376
54.85799999999999,1.7501228009634124
54.86699999999999,1.8089830688038109
54.876999999999995,1.8622968985407422
54.88799999999999,1.865076148502063
54.897999999999996,1.7483401865280659
54.907,1.8017158188982398
54.917,1.9847815723445883
