Shifted Time (s),LateralBending Angle IMU (degrees)
53.003,1.0155973292689797
53.013000000000005,0.8938771739652598
53.02300000000001,0.7103978457022473
53.033,0.8355524290698959
53.044,0.8878259029307918
53.05200000000001,1.058732438775035
53.063,0.8757495401519826
53.07300000000001,0.7428662446066081
53.083,0.5176557093804526
53.093,0.4611623484485836
53.104,0.8125582377941791
53.114000000000004,1.0916446688693995
53.12400000000001,1.6105724562436494
53.13300000000001,1.9135054514395886
53.143,1.1912038153561895
53.153000000000006,0.3467789843184699
53.164,-0.14056357630991734
53.17400000000001,-0.4240851934172616
53.184,-0.5456581593397685
53.194,-0.41054759634481464
53.205,0.45284409673714077
53.215,0.7977340467411302
53.224000000000004,0.6683566158236509
53.23400000000001,0.20552334978655828
53.244,-0.021963899742825532
53.25500000000001,0.058929066254318485
53.265,0.418372101080581
53.275000000000006,0.457409347008225
53.28500000000001,0.6146923633018035
53.29600000000001,0.7548394986621281
53.304,1.0004676837937723
53.315,1.2755657898962571
53.325,1.0496138597877778
53.33500000000001,1.466998475734722
53.345,1.7567490020527021
53.35600000000001,1.6315757781312827
53.366,1.7530936470313723
53.376000000000005,1.723223692906732
53.385000000000005,1.4182218078522704
53.39500000000001,1.2009078095406256
53.405,1.3192830036343777
53.41600000000001,1.8186407578979669
53.426,2.333028504622967
53.43600000000001,2.582800975418869
53.446,2.8229085667024743
53.45700000000001,2.7802476263438844
53.465,2.8472289899460375
53.476,3.944857288264007
53.486000000000004,4.852322191061532
53.49600000000001,5.476843399877405
53.506,5.840440149190952
53.51700000000001,5.947298902487773
53.527,5.711468427392939
53.537000000000006,5.609238147133421
53.54600000000001,5.687542019426944
53.556,5.775979167205595
53.56700000000001,6.194455057039143
53.577,7.1018281090311035
53.587,7.712869688448157
53.59700000000001,8.203659528491382
53.608000000000004,8.734958095279652
53.61800000000001,9.207529933464404
53.62700000000001,9.406419915535164
53.637,8.843853781639343
53.647000000000006,8.350541074556531
53.65700000000001,8.706825015171736
53.668000000000006,10.117887507856501
53.678,12.433143867154344
53.688,13.982673095720026
53.69800000000001,14.396433893787433
53.709,14.830567153737823
53.717,14.874673572504433
53.72800000000001,14.340128899140586
53.738,14.167384815978009
53.748000000000005,15.423426007391678
53.75800000000001,17.042201317659114
53.769000000000005,17.154060118340638
53.77900000000001,15.528413883921855
53.789,14.014231164385114
53.798,14.22174103178512
53.80800000000001,16.172493668757895
53.819,19.257163476714304
53.82900000000001,20.590177886251
53.839,19.9672425026818
53.849000000000004,18.945084442702495
53.86,18.23428938717079
53.870000000000005,18.092933291187656
53.879000000000005,19.085712500425004
53.88900000000001,20.782000349277027
53.899,22.537570876912568
53.909000000000006,23.822377370348143
53.92,24.349729535373008
53.93000000000001,24.49444584316371
53.94,25.270160752767282
53.95,26.23614142837777
53.959,26.688682416570416
53.96900000000001,27.40097214914821
53.980000000000004,28.23885919920025
53.99000000000001,28.14514182024518
54.0,28.051262543293596
54.010000000000005,28.138670418064955
54.021,28.00853624563443
54.031000000000006,28.468530877896704
54.040000000000006,29.100545657973512
54.05,29.193131939323045
54.06,29.458656877895677
54.07000000000001,30.18717158981429
54.081,31.015872248067822
54.09100000000001,32.334470138128886
54.101,33.03412849957017
54.111000000000004,32.91039870622764
54.120000000000005,32.87169594478474
54.131,32.81179923474954
54.141000000000005,32.47951082295886
54.15100000000001,32.70067630238427
54.161,33.06424002743341
54.172,33.29689383781197
54.182,33.87338192158826
54.19200000000001,34.26625165844454
54.20100000000001,33.96614794891808
54.211,33.531472298738905
54.221000000000004,33.77136813774312
54.232,34.43387512739496
54.242000000000004,36.11584914210431
54.25200000000001,36.50722431925433
54.262,34.99038065145081
54.27300000000001,33.8768479752588
54.283,33.76535022302255
54.292,34.39847733492761
54.30200000000001,36.03172392297387
54.312,36.664818564750085
54.322,36.21584675080708
54.333,36.014891288187066
54.343,35.86644180098976
54.35300000000001,35.79861683436039
54.363,36.477517036727626
54.372,37.378517414206414
54.382000000000005,37.95417250358812
54.393,38.51227672130577
54.403000000000006,38.88172334523372
54.41300000000001,38.484875671966044
54.423,38.35364699335671
54.434,38.28548836411225
54.444,38.40104281303622
54.453,38.91097443969735
54.46300000000001,39.40872518322707
54.473,39.681895509957876
54.48400000000001,39.886136155927474
54.494,40.324744298014096
54.504000000000005,40.675748396307554
54.51400000000001,40.14800396421776
54.525000000000006,39.331973336611206
54.533,39.38110414726101
54.544,40.201394802893674
54.554,41.00411838304506
54.56400000000001,41.45604125206496
54.574,41.52599673099721
54.58500000000001,41.63724118718803
54.595,41.77404320903942
54.605000000000004,41.5767777013404
54.614000000000004,41.7720077099532
54.62400000000001,42.09268743898665
54.634,41.73733414670788
54.64500000000001,41.01423903395061
54.655,41.5307903741869
54.665000000000006,42.17444705331047
54.675,42.236818985264
54.68600000000001,41.81666769039272
54.694,41.66599223049157
54.705,41.220257408535744
54.715,40.99613294851584
54.72500000000001,41.22401539945524
54.735,41.19388493528912
54.74600000000001,41.15129414071585
54.756,41.314249253199556
54.766000000000005,41.61793360429745
54.777,41.56363495109402
54.78500000000001,41.387846368362474
54.79600000000001,41.2999317831449
54.806,41.4783975383368
54.816,41.829654353453144
54.82600000000001,41.787573997994734
54.837,41.83664336057313
54.84700000000001,42.22761191577536
54.857,42.222179239433956
54.866,42.17439265652917
54.876000000000005,41.86969693770376
