Time (s),LateralBending Angle MoCap (degrees)
53.0,-0.16167718800183875
53.00666666666667,-0.10823649210387556
53.013333333333335,-0.06647900459988311
53.019999999999996,-0.07413782207090087
53.026666666666664,-0.024802356692718994
53.03333333333333,-0.0073769858289411926
53.04,0.05584832980652175
53.04666666666667,0.11901642498325067
53.053333333333335,0.1356682843900556
53.059999999999995,0.19279301238240037
53.06666666666666,0.20504656498263463
53.07333333333333,0.309176975807713
53.08,0.3548091022317365
53.086666666666666,0.43439970191183713
53.093333333333334,0.5069640846331565
53.1,0.5865601930575578
53.10666666666666,0.6842607115301377
53.11333333333333,0.7907252660005115
53.12,0.8720305300997812
53.126666666666665,0.9731400915643182
53.13333333333333,1.0473598159501127
53.14,1.1587137589754197
53.14666666666667,1.260127288632157
53.15333333333333,1.3778860907158175
53.16,1.470395646961739
53.166666666666664,1.5852155494211886
53.17333333333333,1.76583071567201
53.18,1.8233939198961289
53.18666666666667,1.9666571445967795
53.193333333333335,2.120785339038096
53.199999999999996,2.264032104070312
53.20666666666666,2.3843005772402805
53.21333333333333,2.5257521174558533
53.22,2.65868159213109
53.22666666666667,2.8305995036089797
53.233333333333334,3.0149873484587384
53.24,3.1821352079675282
53.24666666666666,3.3572692642960535
53.25333333333333,3.513095779765411
53.26,3.6920609147977697
53.266666666666666,3.8910503280167292
53.27333333333333,4.151029539430939
53.28,4.273625001603358
53.28666666666666,4.517208010946809
53.29333333333333,4.691951069964255
53.3,4.864827797564986
53.306666666666665,5.083895766974235
53.31333333333333,5.295744919312172
53.32,5.4627185773433595
53.32666666666667,5.705894264821568
53.33333333333333,5.9680859991321356
53.339999999999996,6.184853634269584
53.346666666666664,6.415484240851581
53.35333333333333,6.5964033051699795
53.36,6.824895068725469
53.36666666666667,7.081464191106716
53.373333333333335,7.332437243821744
53.379999999999995,7.6093081076525015
53.38666666666666,7.836135458669231
53.39333333333333,8.052968022192465
53.4,8.344066010134572
53.406666666666666,8.571545903488163
53.413333333333334,8.821325947708031
53.42,9.159589089426303
53.42666666666666,9.338389419441077
53.43333333333333,9.662963798922716
53.44,9.889258473039975
53.446666666666665,10.156762625839418
53.45333333333333,10.497731542952993
53.46,10.745025738817885
53.46666666666667,11.06143128331908
53.47333333333333,11.314242752032008
53.48,11.608549488143778
53.486666666666665,11.968523437845011
53.49333333333333,12.212674480271247
53.5,12.55297010850927
53.50666666666667,12.864803870856933
53.513333333333335,13.162914538996123
53.519999999999996,13.483046701524948
53.526666666666664,13.721087479250313
53.53333333333333,14.100878320108107
53.54,14.448728918627316
53.54666666666667,14.75366800886002
53.553333333333335,15.078448056027414
53.559999999999995,15.390973494062017
53.56666666666666,15.719508236284673
53.57333333333333,15.987693105271962
53.58,16.298310955002293
53.586666666666666,16.58786963707459
53.593333333333334,16.88844044441721
53.6,17.22432082760416
53.60666666666666,17.6412240330569
53.61333333333333,17.907737082064276
53.62,18.139237469910324
53.626666666666665,18.4149465720121
53.63333333333333,18.71972198066519
53.64,18.96796733386606
53.64666666666667,19.417556534311775
53.65333333333333,19.68091554177681
53.66,19.93691224840851
53.666666666666664,20.208846232857574
53.67333333333333,20.523552332595102
53.68,20.83971781961037
53.68666666666667,21.09114045674626
53.693333333333335,21.463078141524356
53.699999999999996,21.74296014222182
53.70666666666666,22.00210816898671
53.71333333333333,22.28396078348482
53.72,22.580725358493087
53.72666666666667,22.821189025279217
53.733333333333334,23.106998662172206
53.74,23.418736183874547
53.74666666666666,23.61097254200687
53.75333333333333,23.921388470097003
53.76,24.28129685884247
53.766666666666666,24.570576124997526
53.77333333333333,24.793369034037728
53.78,25.14796703761238
53.78666666666666,25.414150168237438
53.79333333333333,25.69770527886739
53.8,25.96148539037039
53.806666666666665,26.206395398691487
53.81333333333333,26.469959997568257
53.82,26.735280544946338
53.82666666666667,26.963455439347126
53.83333333333333,27.220870259535424
53.839999999999996,27.488424295529526
53.846666666666664,27.75036038483164
53.85333333333333,28.04016146433258
53.86,28.14865972747079
53.86666666666667,28.383614249461132
53.873333333333335,28.653641876320407
53.879999999999995,28.93440311730563
53.88666666666666,29.172246096307493
53.89333333333333,29.439154031183392
53.9,29.679323164085858
53.906666666666666,29.929228111406506
53.913333333333334,30.174207625661747
53.92,30.429918285854974
53.92666666666666,30.704769707235855
53.93333333333333,30.954204865935097
53.94,31.21375306097919
53.946666666666665,31.436836212711018
53.95333333333333,31.647728225244823
53.96,31.93876007005654
53.96666666666667,32.190135521784875
53.97333333333333,32.35286571530139
53.98,32.62706827856182
53.986666666666665,32.86288178174897
53.99333333333333,33.03985903775989
54.0,33.3277991987599
54.00666666666667,33.602732425245705
54.013333333333335,33.7640542149332
54.019999999999996,33.92015095527484
54.026666666666664,34.22025300854426
54.03333333333333,34.414492848512346
54.04,34.673157840403746
54.04666666666667,34.85042013217225
54.053333333333335,35.09831383510679
54.059999999999995,35.32154208454035
54.06666666666666,35.540805055320114
54.07333333333333,35.75799486098912
54.08,36.02150897812737
54.086666666666666,36.238351546144905
54.093333333333334,36.48325548391055
54.1,36.63347768495796
54.10666666666666,36.855687740834846
54.11333333333333,37.10281207141522
54.12,37.3032423276408
54.126666666666665,37.52690345672476
54.13333333333333,37.727647175728215
54.14,37.89817538337267
54.14666666666667,38.2054689283443
54.15333333333333,38.36731268599338
54.16,38.56432546524466
54.166666666666664,38.71860896431933
54.17333333333333,38.95978984431724
54.18,39.22947614402411
54.18666666666667,39.385329124655556
54.193333333333335,39.575265746973365
54.199999999999996,39.80891115953945
54.20666666666666,39.95484119507057
54.21333333333333,40.22873464892272
54.22,40.422456704665535
54.22666666666667,40.5562271266478
54.233333333333334,40.76188487917386
54.24,40.992707594297286
54.24666666666666,41.141273964135806
54.25333333333333,41.279775651108345
54.26,41.49446142402489
54.266666666666666,41.64747250139021
54.27333333333333,41.85533865671204
54.28,42.0535731159063
54.28666666666666,42.24136162202398
54.29333333333333,42.33549518494113
54.3,42.58702128631225
54.306666666666665,42.76307273639068
54.31333333333333,42.947557267554224
54.32,43.11960021925902
54.32666666666667,43.30144926635857
54.33333333333333,43.479878209388836
54.339999999999996,43.6399781037313
54.346666666666664,43.80783125375236
54.35333333333333,44.01169161755129
54.36,44.142876989192715
54.36666666666667,44.272407093167864
54.373333333333335,44.49180273778417
54.379999999999995,44.727669882142465
54.38666666666666,44.85065144380586
54.39333333333333,44.982281690795375
54.4,45.12645615233519
54.406666666666666,45.34179359298074
54.413333333333334,45.47751172989411
54.42,45.679583928031334
54.42666666666666,45.8444839603178
54.43333333333333,46.001169852632486
54.44,46.15221899448861
54.446666666666665,46.264606986409575
54.45333333333333,46.4420086695046
54.46,46.590500948278944
54.46666666666667,46.77469647680271
54.47333333333333,46.834067877033505
54.48,46.96842206169596
54.486666666666665,47.14641900424892
54.49333333333333,47.29144610479446
54.5,47.29812112599235
54.50666666666667,47.52862932639086
54.513333333333335,47.62799169561236
54.519999999999996,47.772697923742264
54.526666666666664,47.94337167673237
54.53333333333333,48.04823085524305
54.54,48.16635278389585
54.54666666666667,48.309077660907185
54.553333333333335,48.372271418140926
54.559999999999995,48.51686046354717
54.56666666666666,48.61409480466564
54.57333333333333,48.78535942782188
54.58,48.954694571580916
54.586666666666666,49.00792632811519
54.593333333333334,49.147945321628704
54.6,49.30751451790652
54.60666666666666,49.4391968399332
54.61333333333333,49.522988718919116
54.62,49.70985614614739
54.626666666666665,49.7778368783405
54.63333333333333,49.882629207925355
54.64,50.0178994426417
54.64666666666667,50.09587348760752
54.65333333333333,50.21167634916457
54.66,50.3877463160091
54.666666666666664,50.47667209307789
54.67333333333333,50.54114398322331
54.68,50.61920996964558
54.68666666666667,50.70851592778163
54.693333333333335,50.754121969744155
54.699999999999996,50.83436683036267
54.70666666666666,50.98956308577986
54.71333333333333,51.07110564721809
54.72,51.17523191326409
54.72666666666667,51.24208815588195
54.733333333333334,51.374578037776196
54.74,51.43418959775597
54.74666666666666,51.528088806404064
54.75333333333333,51.5841840898488
54.76,51.65344024340947
54.766666666666666,51.705236804827535
54.77333333333333,51.77063859261068
54.78,51.8450077998144
54.78666666666666,51.932435784144076
54.79333333333333,51.981290628857586
54.8,51.991640465856044
54.806666666666665,52.0867727166724
54.81333333333333,52.143896399026424
54.82,52.22251543489258
54.82666666666667,52.25815528414877
54.83333333333333,52.30175195773979
54.839999999999996,52.317270275799665
54.846666666666664,52.32972089486846
54.85333333333333,52.417120616936934
54.86,52.41307700222727
54.86666666666667,52.46016050448847
54.873333333333335,52.510972370734024
54.879999999999995,52.513249463542785
54.88666666666666,52.59610159542614
54.89333333333333,52.62439860840477
54.9,52.63861528228245
54.906666666666666,52.65744023250752
54.913333333333334,52.68685811347205
54.92,52.74728950262095
54.92666666666666,52.78874855651095
54.93333333333333,52.77312720972211
54.94,52.7780833480528
54.946666666666665,52.74840239247326
54.95333333333333,52.759866779038305
54.96,52.788723958629596
54.96666666666667,52.73713309054427
54.97333333333333,52.74869732442928
54.98,52.71913900972068
54.986666666666665,52.69352407164075
54.99333333333333,52.73672036181575
55.0,52.68472819960748
55.00666666666667,52.694272094719715
55.013333333333335,52.67440327097483
55.019999999999996,52.631730714417294
55.026666666666664,52.56513090973887
55.03333333333333,52.50436159995919
55.04,52.482634985855476
55.04666666666667,52.45219656923594
55.053333333333335,52.445613244183164
55.059999999999995,52.4317290521092
55.06666666666666,52.38594342012127
55.07333333333333,52.240999335124044
55.08,52.1669956102411
55.086666666666666,52.0673098241696
55.093333333333334,51.96360116578485
55.1,51.912777081799995
55.10666666666666,51.82814877317741
55.11333333333333,51.64702658354491
55.12,51.5333580915232
55.126666666666665,51.43476945734354
55.13333333333333,51.29951610636228
55.14,51.192473568377906
55.14666666666667,50.963434093238824
55.15333333333333,50.768013072184715
55.16,50.64905406733797
55.166666666666664,50.414166761053544
55.17333333333333,50.261744262801535
55.18,50.077911487641266
55.18666666666667,49.92150163421095
55.193333333333335,49.61219135863951
55.199999999999996,49.494196853884645
55.20666666666666,49.232232289910236
55.21333333333333,48.99084970336696
55.22,48.803992390197166
55.22666666666667,48.60240848350709
55.233333333333334,48.34132271668203
55.24,48.02254847835776
55.24666666666666,47.85084440130148
55.25333333333333,47.522323127387025
55.26,47.28967597298521
55.266666666666666,47.024933162383945
55.27333333333333,46.691318173487
55.28,46.45499873577571
55.28666666666666,46.13419061028465
55.29333333333333,45.8521679368004
55.3,45.52848887321288
55.306666666666665,45.207169073631384
55.31333333333333,44.82764649593954
55.32,44.5698873333237
55.32666666666667,44.19161017404711
55.33333333333333,43.86947945748788
55.339999999999996,43.54699974662242
55.346666666666664,43.144670160568666
55.35333333333333,42.79196521379883
55.36,42.396133724242155
55.36666666666667,42.028185870611196
55.373333333333335,41.69955551563923
55.379999999999995,41.31799334112301
55.38666666666666,40.96219000962993
55.39333333333333,40.495602178397384
55.4,40.17297166763821
55.406666666666666,39.76604459466321
55.413333333333334,39.39707811391401
55.42,39.03585772285685
55.42666666666666,38.60978492889636
55.43333333333333,38.21540662301034
55.44,37.86890508655406
55.446666666666665,37.47965430339417
55.45333333333333,37.04404998760294
55.46,36.690052260624206
55.46666666666667,36.315491186064946
55.47333333333333,35.96660396078044
55.48,35.60879837569114
55.486666666666665,35.293305575228146
55.49333333333333,34.79313232735606
55.5,34.47872862169611
55.50666666666667,34.11357030845864
55.513333333333335,33.75083816398066
55.519999999999996,33.43884164883216
55.526666666666664,33.05131406325
55.53333333333333,32.70497014911808
55.54,32.310144023580435
55.54666666666667,32.023905313038874
55.553333333333335,31.64817355412283
55.559999999999995,31.23973786027665
55.56666666666666,30.980817254451544
55.57333333333333,30.554855538354488
55.58,30.26647297820438
55.586666666666666,29.91992081261705
55.593333333333334,29.567138403747556
55.6,29.19382911301964
55.60666666666666,28.861087003928333
55.61333333333333,28.62550541718223
55.62,28.27921902295445
55.626666666666665,27.863866060499472
55.63333333333333,27.608848220491378
55.64,27.296189998934945
55.64666666666667,26.951347501097498
55.65333333333333,26.66428974027141
55.66,26.374720090668575
55.666666666666664,25.987067779017835
55.67333333333333,25.739577320049932
55.68,25.474784162725918
55.68666666666667,25.13636407116577
55.693333333333335,24.807986663261403
55.699999999999996,24.52449243363368
55.70666666666666,24.329856810552805
55.71333333333333,24.08224195533982
55.72,23.785791043770637
55.72666666666667,23.50158149723203
55.733333333333334,23.225486061365107
55.74,23.042094652708663
55.74666666666666,22.75694621011932
55.75333333333333,22.50234250527474
55.76,22.25993484405444
55.766666666666666,22.03424906010648
55.77333333333333,21.840911161125284
55.78,21.557110734361608
55.78666666666666,21.352268997608963
55.79333333333333,21.11079431840602
55.8,20.92308939379051
55.806666666666665,20.7509163519712
55.81333333333333,20.59806323180028
55.82,20.483606562195103
55.82666666666667,20.27510581444596
55.83333333333333,20.104746375535438
55.839999999999996,19.93586077735652
55.846666666666664,19.872675919608678
55.85333333333333,19.71792580239732
55.86,19.647347281820068
55.86666666666667,19.50629540143426
55.873333333333335,19.440059799218957
55.879999999999995,19.36045108274537
55.88666666666666,19.224617400881957
55.89333333333333,19.160033373123497
55.9,19.117859608340783
55.906666666666666,19.083220851936026
55.913333333333334,19.04213754483439
55.92,18.987410407607186
55.92666666666666,18.933597598141894
55.93333333333333,18.857627831499858
55.94,18.884422165729113
55.946666666666665,18.931950346824795
55.95333333333333,18.836606758717856
55.96,18.857531190026823
55.96666666666667,18.815699942979606
55.97333333333333,18.869232070955107
55.98,18.85204240057426
55.986666666666665,18.843094487144427
55.99333333333333,18.872551929599478
56.0,18.851631354015993
56.00666666666667,18.863764683851716
56.013333333333335,18.831260374087943
56.019999999999996,18.829710459057708
56.026666666666664,18.79583220709584
56.03333333333333,18.86997883342388
56.04,18.884152919280673
56.04666666666667,18.921233924967378
56.053333333333335,18.91470873616808
56.059999999999995,18.914868484100097
56.06666666666666,18.90503345914997
56.07333333333333,18.844855571749445
56.08,18.862651119114954
56.086666666666666,18.93966514242038
