Shifted Time (s),AxialRotation Angle IMU (degrees)
95.006,-0.49791847516593923
95.017,-0.5184969325656857
95.027,-0.5309640491024834
95.037,-0.5458718239916986
95.047,-0.5626102564482043
95.056,-0.5801433456864289
95.067,-0.60944809092023
95.077,-0.6426484913630586
95.087,-0.6764595462278582
95.097,-0.709661254727065
95.108,-0.7483516160728761
95.116,-0.7786306294768056
95.127,-0.8334262941501543
95.137,-0.8873706093037617
95.147,-0.9492355741478559
95.157,-1.0074411878922311
95.166,-1.0557074497464949
95.176,-1.1059943589195176
95.187,-1.1560969146196385
95.197,-1.1978451160548886
95.207,-1.2371539624326031
95.217,-1.2734134529599164
95.226,-1.3035755868433045
95.236,-1.3380063632888368
95.247,-1.3746927815020988
95.257,-1.4048548406883419
95.267,-1.4374575400521843
95.276,-1.4632308787978516
95.286,-1.4866948561290174
95.296,-1.5071094712488557
95.307,-1.5250227233600473
95.317,-1.5393386116648387
95.326,-1.5497521353649946
95.336,-1.5610192936617258
95.346,-1.5704570857557898
95.357,-1.5830055108474617
95.367,-1.5942745681365582
95.377,-1.6061542568223257
95.386,-1.6143755761036345
95.396,-1.6286965251787553
95.406,-1.6491181032454487
95.417,-1.6630123095009735
95.42699999999999,-1.6687951431422094
95.43599999999999,-1.6731766033655497
95.446,-1.6734806893669036
95.456,-1.673175400341722
95.466,-1.6698207354850176
95.477,-1.6676256939913812
95.487,-1.660002275054913
95.496,-1.6539654778693178
95.506,-1.6506133016278568
95.516,-1.6484817455233598
95.526,-1.644520808748211
95.537,-1.6436714904944147
95.546,-1.6365397899534426
95.556,-1.6331907063163755
95.566,-1.6261822387738545
95.576,-1.6155143865160293
95.587,-1.5992351487326046
95.595,-1.5827125246128255
95.606,-1.568447513345471
95.616,-1.551682114118827
95.626,-1.5330873261207303
95.636,-1.5199831485385866
95.647,-1.5077335805593144
95.655,-1.4887826213694528
95.666,-1.469824270155056
95.676,-1.4518425261016688
95.68599999999999,-1.4344713883944353
95.696,-1.4152708562179463
95.705,-1.3971689287563875
95.715,-1.3797996051934265
95.726,-1.3628578847122934
95.736,-1.3485397664957333
95.746,-1.3372722497260816
95.756,-1.3247853335851718
95.765,-1.3094320172543923
95.775,-1.2951162999146772
95.786,-1.284217180746547
95.796,-1.2711226589300562
95.806,-1.2580287336448368
95.815,-1.242129404070029
95.825,-1.2259866693843493
95.836,-1.2103935287659897
95.846,-1.1985219813926544
95.856,-1.190921026441627
95.865,-1.1871026630897905
95.875,-1.1849928905136429
95.885,-1.1841037078891519
95.896,-1.1846181143918357
95.906,-1.1849501091967711
95.916,-1.1840626914785455
95.925,-1.1873758604113172
95.935,-1.1913696151687272
95.945,-1.1910939549238833
95.956,-1.194295878849497
95.966,-1.2007213861177457
95.975,-1.20568447590043
95.985,-1.2163811473688018
95.995,-1.2264683996936072
96.005,-1.2377762320451546
96.016,-1.2470096435933022
96.026,-1.2552686335072867
96.035,-1.2613332009560638
96.045,-1.2683733451080323
96.05499999999999,-1.274804065131095
96.066,-1.2833693601928124
96.076,-1.2885812294601489
96.085,-1.293001672099743
96.095,-1.3006546872777855
96.105,-1.308918274159939
96.115,-1.314742431911375
96.126,-1.3246531596968265
96.134,-1.327186456680431
96.145,-1.3337433220258894
96.155,-1.3401797548964656
96.165,-1.3453967544549377
96.175,-1.3487943198635883
96.18599999999999,-1.3540224502843152
96.194,-1.3526631448785693
96.205,-1.3605654028073948
96.215,-1.3676152232314085
96.225,-1.375275605310658
96.235,-1.3804965482047793
96.244,-1.3849260510728454
96.254,-1.388328113073481
96.265,-1.3935607333647735
96.275,-1.4012239111044236
96.285,-1.4064476454496706
96.296,-1.4143549355573755
96.304,-1.4188497805839142
96.315,-1.43078417968526
96.325,-1.4402801320168903
96.335,-1.4503866367338016
96.345,-1.4568336929906565
96.354,-1.4618182999415277
96.364,-1.4676564567400732
96.375,-1.4735551625393934
96.385,-1.4763544164922089
96.395,-1.4797642177507266
96.404,-1.4798195654667667
96.414,-1.479570458791613
96.42399999999999,-1.4835918968760646
96.435,-1.4901648788705115
96.445,-1.4880874039247738
96.455,-1.4866204711883082
96.464,-1.4872280798100597
96.474,-1.4875922289385028
96.484,-1.4824669177216128
96.495,-1.4830151453069682
96.505,-1.4876409108417188
96.514,-1.4860552134726008
96.524,-1.4852020523458505
96.534,-1.4910494266071945
96.545,-1.4989703354019372
96.55499999999999,-1.5005587778749412
96.565,-1.4972677531706176
96.574,-1.4962342604329248
96.584,-1.4953842988054027
96.594,-1.4969748674311179
96.605,-1.4988709654527694
96.615,-1.4986325920124932
96.624,-1.4954057462520902
96.634,-1.4890684273128714
96.644,-1.4809016343357273
96.654,-1.4654153664611127
96.665,-1.450539622829016
96.673,-1.4384704025790684
96.684,-1.4303057048503502
96.694,-1.4209215287815677
96.704,-1.4121478735109747
96.714,-1.4076447381762767
96.725,-1.407534121914749
96.733,-1.4032760238632365
96.744,-1.401824443158026
96.754,-1.4052533789350243
96.764,-1.4098928303296079
96.775,-1.410455796476823
96.783,-1.4086402765111479
96.794,-1.4145612695666658
96.804,-1.41981277477699
96.814,-1.429944791275198
96.824,-1.43946731819406
96.835,-1.4494163546658205
96.843,-1.4485798998224344
96.854,-1.4511599527952914
96.864,-1.4509345127153626
96.874,-1.4494895787130728
96.884,-1.448045149918403
96.893,-1.4442832254608882
96.903,-1.4379598044696282
96.914,-1.4271228860732932
96.92399999999999,-1.4073804694000676
96.934,-1.38093855357764
96.943,-1.3563261377333717
96.953,-1.3298852209941223
96.963,-1.3034448024863698
96.974,-1.2792018813360344
96.984,-1.257642456668749
96.994,-1.2312035276096012
97.003,-1.2016530932833382
97.013,-1.1685051528142232
97.024,-1.1355417053261567
97.034,-1.1054447499424873
97.044,-1.0747382857861747
97.053,-1.0539743119795935
97.063,-1.028758827644758
97.073,-1.0084138319032434
97.084,-0.9888623238760786
97.094,-0.9624283026839141
97.104,-0.9366047674468253
97.113,-0.9377947172845862
97.123,-0.9589221513164986
97.133,-0.9788300686613972
97.144,-0.9995304684377081
97.154,-1.0145593497632133
97.163,-1.0388007117553495
97.173,-1.079440553531051
97.18299999999999,-1.1414208742066903
97.193,-1.2253516728985332
97.204,-1.337277948721975
97.213,-1.4323067007923513
97.223,-1.5442889282244596
97.233,-1.659931630132622
97.243,-1.7780148056305483
97.254,-1.9221294538320555
97.264,-2.05362357384959
97.273,-2.1925571647960305
97.283,-2.378932225783239
97.293,-2.5909177559226944
97.303,-2.829733754325069
97.314,-3.1194032201014235
97.322,-3.348342152362279
97.333,-3.6876445502165156
97.343,-4.011222412774081
97.353,-4.337850739143063
97.363,-4.696789528432808
97.374,-5.119935779750444
97.382,-5.4410774922044105
97.393,-5.903131664900654
97.403,-6.340732296946854
97.413,-6.7807733874482246
97.423,-7.236054935511932
97.432,-7.66146594024255
97.442,-8.163098400744841
97.453,-8.729116316124825
97.463,-9.264889685484613
97.473,-9.839083507929715
97.482,-10.366016782562363
97.492,-10.966431508485972
97.503,-11.632386684802043
97.513,-12.262062310613656
97.523,-12.906988385020686
97.533,-13.568984907125934
97.542,-14.178243876028665
97.55199999999999,-14.853051290828594
97.563,-15.61627115062731
97.573,-16.328879454521346
97.583,-17.071978201611866
97.592,-17.750377390995833
97.602,-18.525797021771908
97.612,-19.319507093036066
97.623,-20.221571603888044
97.633,-21.051252553421346
97.643,-21.893743940734915
97.652,-22.67751776492289
97.662,-23.55842002508141
97.672,-24.433232720303607
97.68299999999999,-25.426522849685526
97.693,-26.32511641232162
97.702,-27.14236340730426
97.712,-28.072047833727538
97.722,-28.999302690682455
97.733,-30.032161977264465
97.743,-30.97160769256188
97.752,-31.81519983566892
97.762,-32.763796405676224
97.772,-33.72031340167388
97.782,-34.67744082275064
97.793,-35.726406667999406
97.803,-36.682314936505676
97.812,-37.535791627360894
97.822,-38.476460739652914
97.832,-39.429330272467894
97.842,-40.38890022489607
97.853,-41.4432255960223
97.861,-42.1921883849355
97.872,-43.23243459071927
97.882,-44.16944621246176
97.892,-45.11011824924615
97.902,-46.03921070015997
97.913,-47.05933956428549
97.921,-47.799528840708916
97.932,-48.832396528511154
97.942,-49.79075062677613
97.952,-50.7649651345883
97.963,-51.8286890510275
97.971,-52.60595237517771
97.982,-53.67236110611734
97.992,-54.63620724292946
98.002,-55.59761378469192
98.012,-56.541340730487434
98.021,-57.38933607939349
98.031,-58.34891383048984
98.042,-59.38514098285354
98.05199999999999,-60.33069953556306
98.062,-61.2756484876978
98.072,-62.228527838333605
98.081,-63.0737805865468
98.091,-64.00836073141342
98.102,-65.02782627201212
98.112,-65.94289720741496
98.122,-66.8530885367002
98.131,-67.6604802589408
98.141,-68.55116237321187
98.151,-69.43635487858553
98.162,-70.40483777413812
98.172,-71.27174105893918
98.182,-72.11120473206411
98.191,-72.86316779258318
98.201,-73.69227223956752
98.212,-74.59100607209058
98.222,-75.40425128921983
98.232,-76.21017689002827
98.241,-76.94019087358406
98.251,-77.73270723895727
98.261,-78.50022398521531
98.272,-79.32719611142909
98.282,-80.07398361666351
98.291,-80.7474794999881
98.301,-81.49792776046947
98.31099999999999,-82.23678639717262
98.321,-82.97381540916572
98.332,-83.76725079551261
98.342,-84.45794055527978
98.351,-85.06064468753087
98.361,-85.71840519133072
98.371,-86.34263606574186
98.381,-86.95710730982937
98.392,-87.61036092265462
98.4,-88.05885690328141
98.411,-88.64704625077002
98.421,-89.16456896418316
98.431,-89.63819204258068
98.442,-90.13785448502404
98.452,-90.57244829057359
98.461,-90.92271545828851
98.471,-91.27621998722857
98.481,-91.60959487645225
98.491,-91.91188012501924
98.502,-92.20159873198716
98.51,-92.38765869641455
98.521,-92.63915301735811
98.531,-92.8316796938755
98.541,-92.99920672502303
98.551,-93.14783410985754
98.56,-93.26213384743457
98.57,-93.37051193680944
98.581,-93.46974637703737
98.591,-93.52934516717244
98.601,-93.57736430626888
98.611,-93.61196379338018
98.62,-93.63297162755941
98.63,-93.63952180785928
98.641,-93.64150733333207
98.651,-93.62244820302945
98.661,-93.58204941600263
98.67,-93.5306179713025
98.67999999999999,-93.45607986797947
98.691,-93.35208210508337
98.701,-93.25254468166402
98.711,-93.14385759677026
98.721,-93.03151084945087
98.73,-92.91367943875406
98.74,-92.76292336372768
98.751,-92.58380862341856
98.761,-92.41658321687397
98.771,-92.23594814313968
98.78,-92.06213840126186
98.79,-91.86199399028581
98.8,-91.647819909257
98.81099999999999,-91.4016401572197
98.821,-91.18807673321794
98.83,-91.00494463629568
98.84,-90.80053186549581
98.85,-90.59916941986134
98.86,-90.3971972984339
98.871,-90.17583550025577
98.881,-89.97874402436797
98.89,-89.80987886981164
98.9,-89.62741803562706
98.91,-89.44983752085462
98.921,-89.25933232453325
98.931,-89.10248244570278
98.94,-88.9758738834015
98.95,-88.84951463666786
98.96,-88.7377857045401
98.97,-88.6382570860555
98.981,-88.5315957802515
98.991,-88.44303778616458
99.0,-88.36747010283128
99.01,-88.29599272928738
99.02,-88.23548566456843
99.03,-88.1859589077093
99.041,-88.15106345774468
99.04899999999999,-88.1400693137087
99.06,-88.13334547463509
99.07,-88.12771993955734
99.08,-88.11843470750844
99.09,-88.11280977752105
99.099,-88.11078414862732
99.109,-88.10698981985915
99.12,-88.10362279024811
99.13,-88.1089690588254
99.14,-88.11797562462179
99.15,-88.12454248666761
99.159,-88.1389796439928
99.17,-88.16110109562686
99.17999999999999,-88.18169884059893
99.19,-88.2096168779377
99.2,-88.23935520667139
99.209,-88.27025482582775
99.219,-88.31707373443408
99.23,-88.37072293151745
99.24,-88.41937241610411
99.25,-88.47533218722029
99.26,-88.54471224389162
99.269,-88.60360358514326
99.279,-88.67542421000002
99.29,-88.77468111748655
99.3,-88.86723230662668
99.31,-88.95795377644436
99.319,-89.04867952596257
99.329,-89.16196155420417
99.339,-89.28256386019193
99.35,-89.41066444294763
99.36,-89.52028730149318
99.369,-89.61814243484967
99.379,-89.73630584203809
99.389,-89.8477595220786
99.4,-89.97049347399165
99.41,-90.08499769679642
99.42,-90.18792218951243
99.429,-90.28138695115803
99.439,-90.38431198075133
99.449,-90.48296727731037
99.46,-90.58357083985224
99.47,-90.67368666739395
99.479,-90.76222075895184
99.489,-90.859047113542
99.499,-90.95831373017978
99.509,-91.04904060788061
99.52,-91.14226474565895
99.53,-91.23116214252934
99.539,-91.31585479750555
99.54899999999999,-91.41268270960089
99.559,-91.5009708778286
99.569,-91.58742930120118
99.58,-91.68333897873084
99.588,-91.75577590942946
99.599,-91.85705409230854
99.609,-91.94046352637876
99.619,-92.01534321065085
99.629,-92.08961314413482
99.638,-92.15894532584024
99.649,-92.24413175477625
99.659,-92.31352242995163
99.669,-92.3804733503744
99.679,-92.43096451505251
99.69,-92.47590292299311
99.698,-92.49566257320315
99.709,-92.51712746468908
99.719,-92.52797959645676
99.729,-92.53395196751188
99.739,-92.54236457685948
99.748,-92.54693542350415
99.758,-92.55047850644992
99.769,-92.55048382470045
99.779,-92.53511737725887
99.789,-92.51975116312798
99.79899999999999,-92.50926518131016
99.80799999999999,-92.49188643080744
99.818,-92.47043091062149
99.829,-92.44427961975369
99.839,-92.41733455720494
99.849,-92.37818972197573
99.858,-92.33392911306606
99.868,-92.29112472947556
99.879,-92.23546157020327
99.889,-92.17680763424816
99.899,-92.11876392060849
99.908,-92.06297542828241
99.918,-92.00798215626756
99.928,-91.95054910356139
99.939,-91.87677026916073
99.949,-91.81079765206219
99.959,-91.74299525126199
99.968,-91.68391406575587
99.978,-91.6112420945392
99.988,-91.53552033660677
99.999,-91.45168879095336
100.009,-91.36437745657307
100.018,-91.27950333245983
100.028,-91.18609241760691
100.038,-91.08720171100747
100.048,-90.98709121165376
100.059,-90.87307691853819
100.069,-90.76259683065234
100.078,-90.6585179469878
100.088,-90.53584826653568
100.098,-90.40585878828644
100.108,-90.26915951123044
100.119,-90.11892343435755
100.128,-89.98027655665703
100.138,-89.82467787711782
100.148,-89.66907939472881
100.158,-89.51409110847776
100.169,-89.34642101735288
100.17699999999999,-89.21935912034148
100.188,-89.04296641643042
100.198,-88.88004890460702
100.208,-88.7183515838572
100.218,-88.55482445316716
100.229,-88.36903851152263
100.237,-88.23076175790865
100.248,-88.04163219130976
100.258,-87.87505581071083
100.268,-87.71457961509527
100.278,-87.5589836034468
100.287,-87.4208887747485
100.297,-87.27322312798299
100.30799999999999,-87.1156096621322
100.318,-86.9734243761778
100.328,-86.82209926910122
100.338,-86.66284433988345
100.347,-86.51596658750461
100.358,-86.33085401094476
100.368,-86.16001960918395
100.378,-85.9782053812009
100.388,-85.7884613259747
100.397,-85.603721442484
100.407,-85.37983772970705
100.418,-85.116923186621
100.428,-84.86132981220415
100.438,-84.57219660543272
100.447,-84.28757556528387
100.457,-83.94539269073394
100.467,-83.57759998075807
100.478,-83.14364743433266
100.488,-82.71122505043205
100.498,-82.24343282803122
100.507,-81.80186176610466
100.517,-81.27431986362653
100.527,-80.70652811956899
100.538,-80.03715453290644
100.548,-79.39436310261038
100.557,-78.78157682765396
100.567,-78.0607457070095
100.577,-77.30698473964688
100.588,-76.437730924539
100.598,-75.61202026065513
100.608,-74.74422974696624
100.617,-73.9294933824426
100.627,-72.98853316605407
100.637,-72.0164830967674
100.648,-70.9171761735535
100.658,-69.89877639537869
100.667,-68.94629576121224
100.67699999999999,-67.85472627002227
100.687,-66.74120692077344
100.697,-65.6045177124342
100.708,-64.34423764397212
100.718,-63.17766871435124
100.727,-62.117629922538896
100.737,-60.93887126750096
100.747,-59.74669274819957
100.757,-58.54598436360092
100.768,-57.22466611267024
100.776,-56.25663799437024
100.787,-54.92995200766253
100.797,-53.726194151514164
100.807,-52.524876424883885
100.817,-51.3296488267374
100.826,-50.2558863560337
100.837,-48.94462301173425
100.847,-47.7493957928035
100.857,-46.56636869819815
100.867,-45.386391726880206
100.878,-44.09994487781079
100.886,-43.17143014994837
100.897,-41.9198645422505
100.907,-40.79903805367971
100.917,-39.69284168319075
100.92699999999999,-38.59640542974483
100.93599999999999,-37.60716329229708
100.946,-36.51742726980529
100.957,-35.33294036122788
100.967,-34.2663745655194
100.977,-33.20529888163709
100.987,-32.16312330853827
100.996,-31.241930845176036
101.006,-30.230855490506027
101.017,-29.138923243484427
101.027,-28.168098103063855
101.037,-27.21678306819935
101.046,-26.36692513784511
101.056,-25.440000310955053
101.067,-24.43459458648095
101.077,-23.5259599633752
101.087,-22.619765440591003
