Time (s),AxialRotation Angle MoCap (degrees)
95.00333333333333,-0.891333245854637
95.01,-0.9201646877915786
95.01666666666667,-0.8825923097969239
95.02333333333333,-0.9295371483123582
95.03,-0.8712157868977481
95.03666666666666,-0.8633281480155652
95.04333333333334,-0.8901446963846258
95.05,-0.8406970840969246
95.05666666666667,-0.844682252895748
95.06333333333333,-0.8245013403651797
95.07,-0.8557306194448944
95.07666666666667,-0.8238183092781051
95.08333333333333,-0.8388905440870205
95.09,-0.8034422543764195
95.09666666666666,-0.791204042177275
95.10333333333332,-0.8314800916488863
95.11,-0.8236714089676704
95.11666666666666,-0.803429923346934
95.12333333333333,-0.771305010498248
95.13,-0.7572302124158812
95.13666666666667,-0.7010365608197464
95.14333333333333,-0.72448900718266
95.14999999999999,-0.7781643483534926
95.15666666666667,-0.6809728992466111
95.16333333333333,-0.687065088060653
95.17,-0.6652540908158953
95.17666666666666,-0.6511993677760759
95.18333333333334,-0.58580989345996
95.19,-0.5927956254500271
95.19666666666666,-0.623675057447703
95.20333333333333,-0.5555824355382772
95.21,-0.5564953456056081
95.21666666666667,-0.5587929933887064
95.22333333333333,-0.5220942820694381
95.23,-0.5019144906368878
95.23666666666666,-0.4959002441226197
95.24333333333333,-0.43008689078795337
95.25,-0.4521884203633557
95.25666666666666,-0.36109678863339045
95.26333333333334,-0.3340096471050735
95.27,-0.33882739657733607
95.27666666666667,-0.2769308490684459
95.28333333333333,-0.2730298506863855
95.28999999999999,-0.25020482941185396
95.29666666666667,-0.16269007864783092
95.30333333333333,-0.1377798097525318
95.31,-0.13759873869243266
95.31666666666666,-0.06644436116731445
95.32333333333334,-0.022248914258762298
95.33,0.03223843154816297
95.33666666666666,0.059169012878823146
95.34333333333333,0.0715405592792906
95.35,0.1161377485198658
95.35666666666667,0.1378944761190879
95.36333333333333,0.15593500569834928
95.37,0.17897054788807987
95.37666666666667,0.15812282238744135
95.38333333333333,0.2707751973951935
95.39,0.32113039377913255
95.39666666666666,0.33513824157124583
95.40333333333334,0.35303402873440337
95.41,0.321261149736098
95.41666666666667,0.36826916357528505
95.42333333333333,0.3934065833687628
95.42999999999999,0.4228285009783277
95.43666666666667,0.48945183779065315
95.44333333333333,0.47374959840775466
95.45,0.4853388892921444
95.45666666666666,0.5958216253603847
95.46333333333334,0.6011301706349146
95.47,0.6247008313013582
95.47666666666666,0.6328115122540088
95.48333333333333,0.7135524825585584
95.49,0.7947925214548222
95.49666666666667,0.7375163243506249
95.50333333333333,0.8315628798761892
95.51,0.8651237219489594
95.51666666666667,0.9904548967094713
95.52333333333333,1.1102830854778973
95.53,1.1503360533951146
95.53666666666666,1.1799630223832684
95.54333333333334,1.2743603002908266
95.55,1.4068902225218984
95.55666666666667,1.4912970335282825
95.56333333333333,1.5295328555982541
95.57,1.613608384943331
95.57666666666667,1.7426951823998122
95.58333333333333,1.7977733142764039
95.59,1.8450850172516085
95.59666666666666,2.0471724400835436
95.60333333333332,2.2637499575189444
95.61,2.3307045339227086
95.61666666666666,2.448967361285111
95.62333333333333,2.5643800948941147
95.63,2.6543435342650357
95.63666666666667,2.751874042316977
95.64333333333333,2.81036652209661
95.64999999999999,2.996235468203883
95.65666666666667,3.110674005905679
95.66333333333333,3.2355842396624896
95.67,3.363515369067786
95.67666666666666,3.45751835700793
95.68333333333334,3.5744169072395997
95.69,3.6588724430367554
95.69666666666666,3.7701479970531917
95.70333333333333,3.888055701988029
95.71,4.013388523223524
95.71666666666667,4.244428664110857
95.72333333333333,4.405052604524423
95.73,4.404408391792178
95.73666666666666,4.536170729194507
95.74333333333333,4.571137535109631
95.75,4.683222447226926
95.75666666666666,4.978067607943877
95.76333333333334,5.2006363662399675
95.77,5.417248197781482
95.77666666666667,5.595358923331805
95.78333333333333,5.696309507544962
95.78999999999999,5.796783511987956
95.79666666666667,5.92705192883366
95.80333333333333,6.138529147189071
95.81,6.260000963971635
95.81666666666666,6.374094477194657
95.82333333333334,6.560912644005368
95.83,6.760006703257804
95.83666666666666,6.911611722716947
95.84333333333333,7.049711089282548
95.85,7.145242463615327
95.85666666666667,7.3511846595458925
95.86333333333333,7.531544364329878
95.87,7.613758792875725
95.87666666666667,7.774531693455818
95.88333333333333,7.953930603389877
95.89,8.148888098042598
95.89666666666666,8.23986452425305
95.90333333333334,8.584492455419216
95.91,8.778181750592086
95.91666666666667,9.013114035619868
95.92333333333333,9.192454156627289
95.92999999999999,9.534680565922471
95.93666666666667,9.781736176393093
95.94333333333333,10.008638926116848
95.95,10.335396792896805
95.95666666666666,10.636649537587996
95.96333333333334,10.922718989519167
95.97,10.973121114073031
95.97666666666666,11.300841316076758
95.98333333333333,11.534535241126811
95.99,11.833628979791017
95.99666666666667,12.295669214397575
96.00333333333333,12.548790634449766
96.01,12.718378404122122
96.01666666666667,13.057950454742919
96.02333333333333,13.29863261782574
96.03,13.425176933815647
96.03666666666666,13.615500654150315
96.04333333333334,13.800821671992741
96.05,14.081892518588567
96.05666666666667,14.240649417843805
96.06333333333333,14.43371503534732
96.07,14.673939277595728
96.07666666666667,14.782706214934223
96.08333333333333,14.91694665467648
96.09,14.942294325323031
96.09666666666666,15.036511545945482
96.10333333333332,15.054985918576781
96.11,15.12756541015323
96.11666666666666,15.215238198798762
96.12333333333333,15.161684179243114
96.13,15.126273901730155
96.13666666666667,15.085911163480395
96.14333333333333,15.115593302742372
96.14999999999999,15.138286902121193
96.15666666666667,15.082720169704306
96.16333333333333,15.0636358783418
96.17,14.974634546617809
96.17666666666666,14.652276707368122
96.18333333333334,14.574381476397978
96.19,14.262197521374873
96.19666666666666,14.142708925358287
96.20333333333333,13.90109619112157
96.21,13.713823211892946
96.21666666666667,13.21114025207738
96.22333333333333,12.89753384742399
96.23,12.454707144876101
96.23666666666666,11.936048419049479
96.24333333333333,11.496736155402079
96.25,11.016291935562975
96.25666666666666,10.71332126671096
96.26333333333334,10.16528304680076
96.27,9.711566076472153
96.27666666666667,9.06074668677018
96.28333333333333,8.674873151102641
96.28999999999999,8.241898213776025
96.29666666666667,7.687819848428562
96.30333333333333,6.925049627148491
96.31,6.275323455891029
96.31666666666666,5.673769155476771
96.32333333333334,5.08223983964046
96.33,4.488092085146988
96.33666666666666,3.827853368545293
96.34333333333333,3.060894636970765
96.35,2.3647563005451606
96.35666666666667,1.7231079730467973
96.36333333333333,0.7627370150341535
96.37,0.3859953161290264
96.37666666666667,-0.7791987186997273
96.38333333333333,-1.4238030207093635
96.39,-2.1472737820909504
96.39666666666666,-2.8269338373546997
96.40333333333334,-3.636054567834975
96.41,-4.293682924196465
96.41666666666667,-4.938557980403655
96.42333333333333,-5.746055309817715
96.42999999999999,-6.483433092530534
96.43666666666667,-7.372285194780337
96.44333333333333,-7.990232194509163
96.45,-8.865928728134103
96.45666666666666,-9.584897800535185
96.46333333333334,-10.473213278715201
96.47,-11.395331388092583
96.47666666666666,-12.171501733827679
96.48333333333333,-13.123088147243724
96.49,-13.911053698368946
96.49666666666667,-14.590238585100469
96.50333333333333,-15.51038551576939
96.51,-16.450885304996866
96.51666666666667,-17.28188811285657
96.52333333333333,-17.92049220570117
96.53,-19.042203822002612
96.53666666666666,-19.651480672018536
96.54333333333334,-20.357557344661092
96.55,-21.09787608984356
96.55666666666667,-21.835662919461864
96.56333333333333,-22.78726644231576
96.57,-23.41438456433029
96.57666666666667,-24.14126923844279
96.58333333333333,-24.935622428858288
96.59,-25.755773654408912
96.59666666666666,-26.268888425891312
96.60333333333332,-27.147454302697216
96.61,-27.94787540158961
96.61666666666666,-28.829046468224224
96.62333333333333,-29.39249864557368
96.63,-30.29002508814078
96.63666666666667,-30.64778386458933
96.64333333333333,-31.547432968357775
96.64999999999999,-32.403048236069544
96.65666666666667,-33.02565555860674
96.66333333333333,-33.75297084104424
96.67,-34.27114065476761
96.67666666666666,-35.1790825735507
96.68333333333334,-35.604843033792974
96.69,-36.54176673606808
96.69666666666666,-37.252495372241356
96.70333333333333,-37.80296947467303
96.71,-38.41442509400027
96.71666666666667,-39.18561882218404
96.72333333333333,-39.898504670824394
96.73,-40.718949940635305
96.73666666666666,-41.27057099892528
96.74333333333333,-42.13901407400459
96.75,-42.76203872048239
96.75666666666666,-43.42004087766033
96.76333333333334,-44.15422195128297
96.77,-44.76271306572302
96.77666666666667,-45.507248143076595
96.78333333333333,-45.86003846258703
96.78999999999999,-46.718982582240585
96.79666666666667,-47.41803223188887
96.80333333333333,-48.08731798922989
96.81,-48.630518799180145
96.81666666666666,-49.27955998477738
96.82333333333334,-50.02938026226156
96.83,-50.75224979684175
96.83666666666666,-51.283201108957634
96.84333333333333,-52.03979153381842
96.85,-52.53040810810654
96.85666666666667,-53.13275086729938
96.86333333333333,-53.71627801270717
96.87,-54.31480309844956
96.87666666666667,-54.85009401481752
96.88333333333333,-55.30942662915254
96.89,-55.8645652667708
96.89666666666666,-56.59261214331111
96.90333333333334,-57.230955687969335
96.91,-57.71876687268322
96.91666666666667,-58.183813249930694
96.92333333333333,-58.88204009343163
96.92999999999999,-59.59888461094377
96.93666666666667,-60.16512124052808
96.94333333333333,-60.8378591977114
