Time (s),AxialRotation Angle MoCap (degrees)
95.00333333333333,-1.7212738887908765
95.00999999999999,-1.6988231179345696
95.01666666666667,-1.7042383532232694
95.02333333333333,-1.7000757934163753
95.03,-1.6734185095396166
95.03666666666666,-1.6819414116824278
95.04333333333332,-1.668601605988079
95.05,-1.6605525645569692
95.05666666666666,-1.6612700714649833
95.06333333333333,-1.6645951044802683
95.07,-1.6651947141297416
95.07666666666667,-1.6602820821164048
95.08333333333333,-1.6522145514718378
95.08999999999999,-1.6521371784339678
95.09666666666666,-1.6498546537737377
95.10333333333332,-1.649130622549026
95.11,-1.6467187021753205
95.11666666666666,-1.6365725173473633
95.12333333333333,-1.595587906102205
95.13,-1.628114948575047
95.13666666666666,-1.5661208161510656
95.14333333333333,-1.5655115948493314
95.14999999999999,-1.5978451624811347
95.15666666666667,-1.5597348025754298
95.16333333333333,-1.560524394835233
95.17,-1.5731334757924786
95.17666666666666,-1.546216522334964
95.18333333333332,-1.579072831019337
95.19,-1.575202298099005
95.19666666666666,-1.565703484598246
95.20333333333333,-1.5758964149436538
95.21,-1.5672994317872497
95.21666666666667,-1.5675589074188814
95.22333333333333,-1.5626873429641117
95.22999999999999,-1.604793245786503
95.23666666666666,-1.5800162764646233
95.24333333333333,-1.6093785174398922
95.25,-1.608812599144608
95.25666666666666,-1.60285414409105
95.26333333333334,-1.6224772675488017
95.27,-1.5728945705814956
95.27666666666666,-1.5728096922760226
95.28333333333333,-1.5843501641292077
95.28999999999999,-1.5709826271335379
95.29666666666667,-1.562854462093239
95.30333333333333,-1.5587186459703704
95.31,-1.5724534251593019
95.31666666666666,-1.576472577002911
95.32333333333332,-1.5757361534507481
95.33,-1.5742701691509335
95.33666666666666,-1.566319078462187
95.34333333333333,-1.5875879122154162
95.35,-1.5782017728250448
95.35666666666667,-1.594064626471611
95.36333333333333,-1.6072680403780044
95.36999999999999,-1.6077804591651672
95.37666666666667,-1.6149202696249896
95.38333333333333,-1.6232820965047896
95.39,-1.6076815200343066
95.39666666666666,-1.6280841581379901
95.40333333333332,-1.629928135604568
95.41,-1.656761699650719
95.41666666666666,-1.643678125439691
95.42333333333333,-1.6659167103677834
95.42999999999999,-1.6642625176756694
95.43666666666667,-1.6646908043631417
95.44333333333333,-1.6633159066907117
95.44999999999999,-1.6740812081855614
95.45666666666666,-1.6785174344633962
95.46333333333332,-1.6883144239863865
95.47,-1.6835235300206275
95.47666666666666,-1.7353643145331343
95.48333333333333,-1.7198729895825426
95.49,-1.743224208549388
95.49666666666666,-1.7396120083599609
95.50333333333333,-1.745409559856565
95.50999999999999,-1.751450523766045
95.51666666666667,-1.743790994803165
95.52333333333333,-1.7330327749249097
95.53,-1.7397733092886005
95.53666666666666,-1.7645482714451113
95.54333333333332,-1.754508592077456
95.55,-1.7696459381166596
95.55666666666666,-1.7734947826026595
95.56333333333333,-1.7862687311115844
95.57,-1.799906083127703
95.57666666666667,-1.7827170710140061
95.58333333333333,-1.7868637323908159
95.58999999999999,-1.7969124726298613
95.59666666666666,-1.7930050072474373
95.60333333333332,-1.8047479006154257
95.61,-1.8246824780554283
95.61666666666666,-1.8274911220454237
95.62333333333333,-1.8299971588495003
95.63,-1.8242367073929078
95.63666666666666,-1.8429967472385167
95.64333333333333,-1.8446795826083484
95.64999999999999,-1.828757347519896
95.65666666666667,-1.8357744139741818
95.66333333333333,-1.8433359677856203
95.67,-1.842345564805953
95.67666666666666,-1.8401237380289697
95.68333333333332,-1.8486150571225526
95.69,-1.8468445518313334
95.69666666666666,-1.8474719605814256
95.70333333333333,-1.8445293314736908
95.71,-1.8415439305083368
95.71666666666667,-1.8371639083480167
95.72333333333333,-1.8512623698584303
95.72999999999999,-1.8496505453406886
95.73666666666666,-1.8330248457350127
95.74333333333333,-1.8051673170192748
95.75,-1.8312588967691061
95.75666666666666,-1.8447673212304494
95.76333333333334,-1.837444897908516
95.77,-1.8056931558318814
95.77666666666666,-1.8313931885721368
95.78333333333333,-1.8049920092209497
95.78999999999999,-1.7994897185002978
95.79666666666667,-1.8247100546045747
95.80333333333333,-1.7955030181601703
95.81,-1.8378886349568226
95.81666666666666,-1.7618289150992723
95.82333333333332,-1.7375803016507367
95.83,-1.7242993185917097
95.83666666666666,-1.7314955270113916
95.84333333333333,-1.7172173361352705
95.85,-1.6987303068941877
95.85666666666667,-1.694149243049016
95.86333333333333,-1.6952078825532997
95.86999999999999,-1.6953287317905472
95.87666666666667,-1.7025099092852463
95.88333333333333,-1.6767716013122689
95.89,-1.6745342762837856
95.89666666666666,-1.6630986311645595
95.90333333333332,-1.6729352893821607
95.91,-1.6728669260138949
95.91666666666666,-1.6731847732013154
95.92333333333333,-1.6700068780720665
95.92999999999999,-1.6717126006310101
95.93666666666667,-1.6565686601650187
95.94333333333333,-1.6574816545231297
95.94999999999999,-1.6576921342528443
95.95666666666666,-1.6389270647617078
95.96333333333332,-1.5820658277381963
95.97,-1.580179897439952
95.97666666666666,-1.5854276542120642
95.98333333333333,-1.5821478058149205
95.99,-1.5767348657300024
95.99666666666666,-1.581355576963488
96.00333333333333,-1.5831719898545344
96.00999999999999,-1.582599024071051
96.01666666666667,-1.5790634265714036
96.02333333333333,-1.5866361957243482
96.03,-1.5751203958142712
96.03666666666666,-1.57514561289661
96.04333333333332,-1.5141396153805768
96.05,-1.51807783391763
96.05666666666666,-1.5435052309830484
96.06333333333333,-1.465858191718266
