Shifted Time (s),LateralBending Angle IMU (degrees)
53.00999999999999,0.039861829583990094
53.019999999999996,-0.11140226142179976
53.03,-0.2188112716387467
53.03999999999999,0.14638751689332086
53.051,0.4956133616593519
53.06099999999999,0.751320407429982
53.071,0.746905685275344
53.08,0.803389963988268
53.09,0.7433665295807499
53.099999999999994,0.37813870156518625
53.111000000000004,0.11988757487713375
53.120999999999995,0.524559495978032
53.131,1.0763266039872939
53.14099999999999,1.5350515370089193
53.152,1.578917460638798
53.16,1.1099270512237238
53.17099999999999,0.8450041340634415
53.181,0.6414862139655373
53.191,0.5882190659848883
53.202,0.4774434511505028
53.212,0.4153764564978806
53.221999999999994,0.7772734078290853
53.232,1.0194391362051434
53.241,1.1297097378063805
53.251000000000005,1.1406869308766403
53.262,1.025401134677181
53.27199999999999,0.8927833828529517
53.282,0.6610555417896755
53.292,0.4385287577301691
53.303,0.2994232062543043
53.313,0.4013920868691585
53.322,0.46370317547160145
53.331999999999994,0.5308947243682232
53.342,0.6357799324358284
53.352000000000004,0.6359935042326956
53.363,0.8663561004948876
53.373000000000005,1.1185334077104745
53.382999999999996,0.8197240588935859
53.393,0.9194102871142293
53.403999999999996,0.8727044425794226
53.41199999999999,0.6371673472723831
53.423,0.5743417753861859
53.43299999999999,0.5121639947888568
53.443,0.569516433778448
53.453,0.6782499846552259
53.464,0.7520169185341903
53.474000000000004,0.7416540051533627
53.483999999999995,0.7303053660060641
53.492999999999995,0.6109526326408483
53.503,0.7202457489559215
53.513999999999996,0.6373412770934772
53.524,0.6519970832421516
53.53399999999999,0.6473997754464582
53.544,0.6524440435233991
53.55499999999999,0.7667052349279802
53.565,0.7869740895760726
53.574,0.7249428899663055
53.584,0.7660120603094116
53.593999999999994,0.6614005653163373
53.604,0.4891490384760644
53.614999999999995,0.4171653342426165
53.625,0.5360209103202758
53.63499999999999,0.6609001711992804
53.644999999999996,0.5889288439185734
53.653999999999996,0.6409724611629715
53.664,0.6139467754144947
53.675,0.49429326618824376
53.685,0.7081626281329445
53.69499999999999,0.8377996311033327
53.705,0.7378897471222059
