Shifted Time (s),AxialRotation Angle IMU (degrees)
95.007,-1.8500106298258294
95.017,-1.852886946651974
95.027,-1.837464243982712
95.037,-1.8092425214715626
95.046,-1.7913817787716177
95.056,-1.7838920155355797
95.067,-1.777684231415702
95.077,-1.7634864260638663
95.087,-1.7480695991315716
95.097,-1.7369237502699852
95.106,-1.7289508791298598
95.116,-1.7214669853616558
95.127,-1.7105680686154812
95.137,-1.6994261285410284
95.147,-1.688285164787656
95.156,-1.6748271770043774
95.166,-1.65271816483983
95.17699999999999,-1.623718127942229
95.187,-1.6003910659594442
95.197,-1.580724978539053
95.206,-1.5656248653282567
95.216,-1.5429107259737909
95.226,-1.5159275601219844
95.237,-1.4889463674188264
95.247,-1.4692851475099094
95.257,-1.441084900040519
95.266,-1.4073336246555974
95.276,-1.3730353209997728
95.286,-1.349717988717131
95.297,-1.338835627451386
95.307,-1.3307602368457792
95.316,-1.3195138165431994
95.326,-1.3059503661860572
95.336,-1.292387885416392
95.346,-1.2830963738758423
95.357,-1.2775878312057314
95.367,-1.2731782570469234
95.376,-1.2668786510399128
95.386,-1.2643010128247973
95.396,-1.2635543420412918
95.406,-1.2628086383287376
95.417,-1.2673709013260832
95.426,-1.2747921306718921
95.43599999999999,-1.2862393260043117
95.446,-1.297687486961208
95.456,-1.313406613180046
95.467,-1.3360797042979176
95.475,-1.3536327599515707
95.486,-1.384359779777387
95.496,-1.4135027634112487
95.506,-1.4456867104888653
95.516,-1.4821416206454718
95.527,-1.5229264935159277
95.535,-1.5502373287347644
95.546,-1.593037125936085
95.556,-1.6331558847534362
95.566,-1.672665604820315
95.576,-1.7072962857694884
95.585,-1.7355859272335792
95.595,-1.774488528844698
95.606,-1.8260170902345587
95.616,-1.871021611034708
95.626,-1.9117570908761294
95.636,-1.9531035293893684
95.645,-1.9995159262048228
95.656,-2.061114280952436
95.666,-2.1012435932616107
95.676,-2.1291838627617308
95.68599999999999,-2.158345089081509
95.695,-2.190488271849497
95.705,-2.23489141069372
95.716,-2.2844175052417866
95.726,-2.3257725551210826
95.736,-2.3646885599584353
95.746,-2.402385519380273
95.755,-2.435083433012769
95.765,-2.4764423004815965
95.776,-2.5253031214119592
95.786,-2.567883895428843
95.796,-2.604975622156643
95.80499999999999,-2.63438430121941
95.815,-2.666597932241044
95.825,-2.6982025148448265
95.836,-2.7316470486537483
95.846,-2.768133533290478
95.855,-2.7975469683771803
95.865,-2.827335353535741
95.875,-2.8528546883877874
95.885,-2.8814249725544467
95.896,-2.905481205656516
95.906,-2.907223387314523
95.915,-2.904818517148496
95.925,-2.909002594778099
95.935,-2.917447619822659
95.946,-2.9321145919010663
95.956,-2.946051510631924
95.965,-2.949690375633347
95.975,-2.946559186523146
95.985,-2.9379389429187293
95.995,-2.929319644437128
96.006,-2.917834290695027
96.016,-2.9067768813087067
96.025,-2.906029415894098
96.035,-2.9242438940667395
96.045,-2.9534393154418783
96.05499999999999,-3.001535679634165
96.066,-3.0671879862581397
96.074,-3.1189422349275833
96.085,-3.197345425256278
96.095,-3.279585556857627
